Beta (v/c)	 Gamma 
0.7057		 1.41141 
0.7058		 1.41161 
0.7059		 1.41181 
0.706		 1.41201 
0.7061		 1.41221 
0.7062		 1.4124 
0.7063		 1.4126 
0.7064		 1.4128 
0.7065		 1.413 
0.7066		 1.4132 
0.7067		 1.4134 
0.7068		 1.4136 
0.7069		 1.4138 
0.707		 1.414 
0.7071		 1.4142 
0.7072		 1.4144 
0.7073		 1.4146 
0.7074		 1.4148 
0.7075		 1.415 
0.7076		 1.4152 
0.7077		 1.4154 
0.7078		 1.4156 
0.7079		 1.4158 
0.708		 1.416 
0.7081		 1.41621 
0.7082		 1.41641 
0.7083		 1.41661 
0.7084		 1.41681 
0.7085		 1.41701 
0.7086		 1.41721 
0.7087		 1.41741 
0.7088		 1.41762 
0.7089		 1.41782 
0.709		 1.41802 
0.7091		 1.41822 
0.7092		 1.41842 
0.7093		 1.41863 
0.7094		 1.41883 
0.7095		 1.41903 
0.7096		 1.41924 
0.7097		 1.41944 
0.7098		 1.41964 
0.7099		 1.41984 
0.71		 1.42005 
0.7101		 1.42025 
0.7102		 1.42045 
0.7103		 1.42066 
0.7104		 1.42086 
0.7105		 1.42107 
0.7106		 1.42127 
0.7107		 1.42147 
0.7108		 1.42168 
0.7109		 1.42188 
0.711		 1.42209 
0.7111		 1.42229 
0.7112		 1.4225 
0.7113		 1.4227 
0.7114		 1.42291 
0.7115		 1.42311 
0.7116		 1.42332 
0.7117		 1.42352 
0.7118		 1.42373 
0.7119		 1.42393 
0.712		 1.42414 
0.7121		 1.42434 
0.7122		 1.42455 
0.7123		 1.42475 
0.7124		 1.42496 
0.7125		 1.42517 
0.7126		 1.42537 
0.7127		 1.42558 
0.7128		 1.42579 
0.7129		 1.42599 
0.713		 1.4262 
0.7131		 1.42641 
0.7132		 1.42661 
0.7133		 1.42682 
0.7134		 1.42703 
0.7135		 1.42724 
0.7136		 1.42744 
0.7137		 1.42765 
0.7138		 1.42786 
0.7139		 1.42807 
0.714		 1.42827 
0.7141		 1.42848 
0.7142		 1.42869 
0.7143		 1.4289 
0.7144		 1.42911 
0.7145		 1.42932 
0.7146		 1.42952 
0.7147		 1.42973 
0.7148		 1.42994 
0.7149		 1.43015 
0.715		 1.43036 
0.7151		 1.43057 
0.7152		 1.43078 
0.7153		 1.43099 
0.7154		 1.4312 
0.7155		 1.43141 
0.7156		 1.43162 
0.7157		 1.43183 
0.7158		 1.43204 
0.7159		 1.43225 
0.716		 1.43246 
0.7161		 1.43267 
0.7162		 1.43288 
0.7163		 1.43309 
0.7164		 1.4333 
0.7165		 1.43351 
0.7166		 1.43372 
0.7167		 1.43394 
0.7168		 1.43415 
0.7169		 1.43436 
0.717		 1.43457 
0.7171		 1.43478 
0.7172		 1.43499 
0.7173		 1.43521 
0.7174		 1.43542 
0.7175		 1.43563 
0.7176		 1.43584 
0.7177		 1.43605 
0.7178		 1.43627 
0.7179		 1.43648 
0.718		 1.43669 
0.7181		 1.43691 
0.7182		 1.43712 
0.7183		 1.43733 
0.7184		 1.43755 
0.7185		 1.43776 
0.7186		 1.43797 
0.7187		 1.43819 
0.7188		 1.4384 
0.7189		 1.43861 
0.719		 1.43883 
0.7191		 1.43904 
0.7192		 1.43926 
0.7193		 1.43947 
0.7194		 1.43969 
0.7195		 1.4399 
0.7196		 1.44012 
0.7197		 1.44033 
0.7198		 1.44055 
0.7199		 1.44076 
0.72		 1.44098 
0.7201		 1.44119 
0.7202		 1.44141 
0.7203		 1.44162 
0.7204		 1.44184 
0.7205		 1.44205 
0.7206		 1.44227 
0.7207		 1.44249 
0.7208		 1.4427 
0.7209		 1.44292 
0.721		 1.44314 
0.7211		 1.44335 
0.7212		 1.44357 
0.7213		 1.44379 
0.7214		 1.444 
0.7215		 1.44422 
0.7216		 1.44444 
0.7217		 1.44466 
0.7218		 1.44487 
0.7219		 1.44509 
0.722		 1.44531 
0.7221		 1.44553 
0.7222		 1.44575 
0.7223		 1.44596 
0.7224		 1.44618 
0.7225		 1.4464 
0.7226		 1.44662 
0.7227		 1.44684 
0.7228		 1.44706 
0.7229		 1.44728 
0.723		 1.4475 
0.7231		 1.44772 
0.7232		 1.44794 
0.7233		 1.44815 
0.7234		 1.44837 
0.7235		 1.44859 
0.7236		 1.44881 
0.7237		 1.44903 
0.7238		 1.44925 
0.7239		 1.44948 
0.724		 1.4497 
0.7241		 1.44992 
0.7242		 1.45014 
0.7243		 1.45036 
0.7244		 1.45058 
0.7245		 1.4508 
0.7246		 1.45102 
0.7247		 1.45124 
0.7248		 1.45146 
0.7249		 1.45169 
0.725		 1.45191 
0.7251		 1.45213 
0.7252		 1.45235 
0.7253		 1.45257 
0.7254		 1.4528 
0.7255		 1.45302 
0.7256		 1.45324 
0.7257		 1.45346 
0.7258		 1.45369 
0.7259		 1.45391 
0.726		 1.45413 
0.7261		 1.45436 
0.7262		 1.45458 
0.7263		 1.4548 
0.7264		 1.45503 
0.7265		 1.45525 
0.7266		 1.45548 
0.7267		 1.4557 
0.7268		 1.45592 
0.7269		 1.45615 
0.727		 1.45637 
0.7271		 1.4566 
0.7272		 1.45682 
0.7273		 1.45705 
0.7274		 1.45727 
0.7275		 1.4575 
0.7276		 1.45772 
0.7277		 1.45795 
0.7278		 1.45817 
0.7279		 1.4584 
0.728		 1.45863 
0.7281		 1.45885 
0.7282		 1.45908 
0.7283		 1.4593 
0.7284		 1.45953 
0.7285		 1.45976 
0.7286		 1.45998 
0.7287		 1.46021 
0.7288		 1.46044 
0.7289		 1.46066 
0.729		 1.46089 
0.7291		 1.46112 
0.7292		 1.46135 
0.7293		 1.46157 
0.7294		 1.4618 
0.7295		 1.46203 
0.7296		 1.46226 
0.7297		 1.46249 
0.7298		 1.46271 
0.7299		 1.46294 
0.73		 1.46317 
0.7301		 1.4634 
0.7302		 1.46363 
0.7303		 1.46386 
0.7304		 1.46409 
0.7305		 1.46432 
0.7306		 1.46455 
0.7307		 1.46478 
0.7308		 1.465 
0.7309		 1.46523 
0.731		 1.46546 
0.7311		 1.46569 
0.7312		 1.46592 
0.7313		 1.46616 
0.7314		 1.46639 
0.7315		 1.46662 
0.7316		 1.46685 
0.7317		 1.46708 
0.7318		 1.46731 
0.7319		 1.46754 
0.732		 1.46777 
0.7321		 1.468 
0.7322		 1.46824 
0.7323		 1.46847 
0.7324		 1.4687 
0.7325		 1.46893 
0.7326		 1.46916 
0.7327		 1.4694 
0.7328		 1.46963 
0.7329		 1.46986 
0.733		 1.47009 
0.7331		 1.47033 
0.7332		 1.47056 
0.7333		 1.47079 
0.7334		 1.47103 
0.7335		 1.47126 
0.7336		 1.47149 
0.7337		 1.47173 
0.7338		 1.47196 
0.7339		 1.4722 
0.734		 1.47243 
0.7341		 1.47266 
0.7342		 1.4729 
0.7343		 1.47313 
0.7344		 1.47337 
0.7345		 1.4736 
0.7346		 1.47384 
0.7347		 1.47407 
0.7348		 1.47431 
0.7349		 1.47454 
0.735		 1.47478 
0.7351		 1.47502 
0.7352		 1.47525 
0.7353		 1.47549 
0.7354		 1.47572 
0.7355		 1.47596 
0.7356		 1.4762 
0.7357		 1.47643 
0.7358		 1.47667 
0.7359		 1.47691 
0.736		 1.47715 
0.7361		 1.47738 
0.7362		 1.47762 
0.7363		 1.47786 
0.7364		 1.4781 
0.7365		 1.47833 
0.7366		 1.47857 
0.7367		 1.47881 
0.7368		 1.47905 
0.7369		 1.47929 
0.737		 1.47952 
0.7371		 1.47976 
0.7372		 1.48 
0.7373		 1.48024 
0.7374		 1.48048 
0.7375		 1.48072 
0.7376		 1.48096 
0.7377		 1.4812 
0.7378		 1.48144 
0.7379		 1.48168 
0.738		 1.48192 
0.7381		 1.48216 
0.7382		 1.4824 
0.7383		 1.48264 
0.7384		 1.48288 
0.7385		 1.48312 
0.7386		 1.48336 
0.7387		 1.4836 
0.7388		 1.48385 
0.7389		 1.48409 
0.739		 1.48433 
0.7391		 1.48457 
0.7392		 1.48481 
0.7393		 1.48505 
0.7394		 1.4853 
0.7395		 1.48554 
0.7396		 1.48578 
0.7397		 1.48602 
0.7398		 1.48627 
0.7399		 1.48651 
0.74		 1.48675 
0.7401		 1.487 
0.7402		 1.48724 
0.7403		 1.48748 
0.7404		 1.48773 
0.7405		 1.48797 
0.7406		 1.48821 
0.7407		 1.48846 
0.7408		 1.4887 
0.7409		 1.48895 
0.741		 1.48919 
0.7411		 1.48944 
0.7412		 1.48968 
0.7413		 1.48993 
0.7414		 1.49017 
0.7415		 1.49042 
0.7416		 1.49066 
0.7417		 1.49091 
0.7418		 1.49115 
0.7419		 1.4914 
0.742		 1.49165 
0.7421		 1.49189 
0.7422		 1.49214 
0.7423		 1.49239 
0.7424		 1.49263 
0.7425		 1.49288 
0.7426		 1.49313 
0.7427		 1.49337 
0.7428		 1.49362 
0.7429		 1.49387 
0.743		 1.49412 
0.7431		 1.49437 
0.7432		 1.49461 
0.7433		 1.49486 
0.7434		 1.49511 
0.7435		 1.49536 
0.7436		 1.49561 
0.7437		 1.49586 
0.7438		 1.49611 
0.7439		 1.49635 
0.744		 1.4966 
0.7441		 1.49685 
0.7442		 1.4971 
0.7443		 1.49735 
0.7444		 1.4976 
0.7445		 1.49785 
0.7446		 1.4981 
0.7447		 1.49835 
0.7448		 1.4986 
0.7449		 1.49885 
0.745		 1.49911 
0.7451		 1.49936 
0.7452		 1.49961 
0.7453		 1.49986 
0.7454		 1.50011 
0.7455		 1.50036 
0.7456		 1.50061 
0.7457		 1.50087 
0.7458		 1.50112 
0.7459		 1.50137 
0.746		 1.50162 
0.7461		 1.50188 
0.7462		 1.50213 
0.7463		 1.50238 
0.7464		 1.50264 
0.7465		 1.50289 
0.7466		 1.50314 
0.7467		 1.5034 
0.7468		 1.50365 
0.7469		 1.5039 
0.747		 1.50416 
0.7471		 1.50441 
0.7472		 1.50467 
0.7473		 1.50492 
0.7474		 1.50518 
0.7475		 1.50543 
0.7476		 1.50569 
0.7477		 1.50594 
0.7478		 1.5062 
0.7479		 1.50645 
0.748		 1.50671 
0.7481		 1.50696 
0.7482		 1.50722 
0.7483		 1.50748 
0.7484		 1.50773 
0.7485		 1.50799 
0.7486		 1.50825 
0.7487		 1.5085 
0.7488		 1.50876 
0.7489		 1.50902 
0.749		 1.50927 
0.7491		 1.50953 
0.7492		 1.50979 
0.7493		 1.51005 
0.7494		 1.51031 
0.7495		 1.51056 
0.7496		 1.51082 
0.7497		 1.51108 
0.7498		 1.51134 
0.7499		 1.5116 
0.75		 1.51186 
0.7501		 1.51212 
0.7502		 1.51238 
0.7503		 1.51264 
0.7504		 1.5129 
0.7505		 1.51316 
0.7506		 1.51342 
0.7507		 1.51368 
0.7508		 1.51394 
0.7509		 1.5142 
0.751		 1.51446 
0.7511		 1.51472 
0.7512		 1.51498 
0.7513		 1.51524 
0.7514		 1.5155 
0.7515		 1.51576 
0.7516		 1.51603 
0.7517		 1.51629 
0.7518		 1.51655 
0.7519		 1.51681 
0.752		 1.51708 
0.7521		 1.51734 
0.7522		 1.5176 
0.7523		 1.51786 
0.7524		 1.51813 
0.7525		 1.51839 
0.7526		 1.51865 
0.7527		 1.51892 
0.7528		 1.51918 
0.7529		 1.51945 
0.753		 1.51971 
0.7531		 1.51997 
0.7532		 1.52024 
0.7533		 1.5205 
0.7534		 1.52077 
0.7535		 1.52103 
0.7536		 1.5213 
0.7537		 1.52156 
0.7538		 1.52183 
0.7539		 1.5221 
0.754		 1.52236 
0.7541		 1.52263 
0.7542		 1.52289 
0.7543		 1.52316 
0.7544		 1.52343 
0.7545		 1.52369 
0.7546		 1.52396 
0.7547		 1.52423 
0.7548		 1.52449 
0.7549		 1.52476 
0.755		 1.52503 
0.7551		 1.5253 
0.7552		 1.52557 
0.7553		 1.52583 
0.7554		 1.5261 
0.7555		 1.52637 
0.7556		 1.52664 
0.7557		 1.52691 
0.7558		 1.52718 
0.7559		 1.52745 
0.756		 1.52772 
0.7561		 1.52799 
0.7562		 1.52826 
0.7563		 1.52853 
0.7564		 1.5288 
0.7565		 1.52907 
0.7566		 1.52934 
0.7567		 1.52961 
0.7568		 1.52988 
0.7569		 1.53015 
0.757		 1.53042 
0.7571		 1.53069 
0.7572		 1.53096 
0.7573		 1.53124 
0.7574		 1.53151 
0.7575		 1.53178 
0.7576		 1.53205 
0.7577		 1.53233 
0.7578		 1.5326 
0.7579		 1.53287 
0.758		 1.53314 
0.7581		 1.53342 
0.7582		 1.53369 
0.7583		 1.53396 
0.7584		 1.53424 
0.7585		 1.53451 
0.7586		 1.53479 
0.7587		 1.53506 
0.7588		 1.53533 
0.7589		 1.53561 
0.759		 1.53588 
0.7591		 1.53616 
0.7592		 1.53643 
0.7593		 1.53671 
0.7594		 1.53699 
0.7595		 1.53726 
0.7596		 1.53754 
0.7597		 1.53781 
0.7598		 1.53809 
0.7599		 1.53837 
0.76		 1.53864 
0.7601		 1.53892 
0.7602		 1.5392 
0.7603		 1.53947 
0.7604		 1.53975 
0.7605		 1.54003 
0.7606		 1.54031 
0.7607		 1.54059 
0.7608		 1.54086 
0.7609		 1.54114 
0.761		 1.54142 
0.7611		 1.5417 
0.7612		 1.54198 
0.7613		 1.54226 
0.7614		 1.54254 
0.7615		 1.54282 
0.7616		 1.5431 
0.7617		 1.54338 
0.7618		 1.54366 
0.7619		 1.54394 
0.762		 1.54422 
0.7621		 1.5445 
0.7622		 1.54478 
0.7623		 1.54506 
0.7624		 1.54534 
0.7625		 1.54562 
0.7626		 1.5459 
0.7627		 1.54619 
0.7628		 1.54647 
0.7629		 1.54675 
0.763		 1.54703 
0.7631		 1.54732 
0.7632		 1.5476 
0.7633		 1.54788 
0.7634		 1.54816 
0.7635		 1.54845 
0.7636		 1.54873 
0.7637		 1.54902 
0.7638		 1.5493 
0.7639		 1.54958 
0.764		 1.54987 
0.7641		 1.55015 
0.7642		 1.55044 
0.7643		 1.55072 
0.7644		 1.55101 
0.7645		 1.55129 
0.7646		 1.55158 
0.7647		 1.55186 
0.7648		 1.55215 
0.7649		 1.55244 
0.765		 1.55272 
0.7651		 1.55301 
0.7652		 1.5533 
0.7653		 1.55358 
0.7654		 1.55387 
0.7655		 1.55416 
0.7656		 1.55444 
0.7657		 1.55473 
0.7658		 1.55502 
0.7659		 1.55531 
0.766		 1.5556 
0.7661		 1.55588 
0.7662		 1.55617 
0.7663		 1.55646 
0.7664		 1.55675 
0.7665		 1.55704 
0.7666		 1.55733 
0.7667		 1.55762 
0.7668		 1.55791 
0.7669		 1.5582 
0.767		 1.55849 
0.7671		 1.55878 
0.7672		 1.55907 
0.7673		 1.55936 
0.7674		 1.55965 
0.7675		 1.55994 
0.7676		 1.56023 
0.7677		 1.56053 
0.7678		 1.56082 
0.7679		 1.56111 
0.768		 1.5614 
0.7681		 1.56169 
0.7682		 1.56199 
0.7683		 1.56228 
0.7684		 1.56257 
0.7685		 1.56287 
0.7686		 1.56316 
0.7687		 1.56345 
0.7688		 1.56375 
0.7689		 1.56404 
0.769		 1.56434 
0.7691		 1.56463 
0.7692		 1.56493 
0.7693		 1.56522 
0.7694		 1.56552 
0.7695		 1.56581 
0.7696		 1.56611 
0.7697		 1.5664 
0.7698		 1.5667 
0.7699		 1.56699 
0.77		 1.56729 
0.7701		 1.56759 
0.7702		 1.56788 
0.7703		 1.56818 
0.7704		 1.56848 
0.7705		 1.56878 
0.7706		 1.56907 
0.7707		 1.56937 
0.7708		 1.56967 
0.7709		 1.56997 
0.771		 1.57027 
0.7711		 1.57056 
0.7712		 1.57086 
0.7713		 1.57116 
0.7714		 1.57146 
0.7715		 1.57176 
0.7716		 1.57206 
0.7717		 1.57236 
0.7718		 1.57266 
0.7719		 1.57296 
0.772		 1.57326 
0.7721		 1.57356 
0.7722		 1.57386 
0.7723		 1.57416 
0.7724		 1.57446 
0.7725		 1.57477 
0.7726		 1.57507 
0.7727		 1.57537 
0.7728		 1.57567 
0.7729		 1.57597 
0.773		 1.57628 
0.7731		 1.57658 
0.7732		 1.57688 
0.7733		 1.57719 
0.7734		 1.57749 
0.7735		 1.57779 
0.7736		 1.5781 
0.7737		 1.5784 
0.7738		 1.57871 
0.7739		 1.57901 
0.774		 1.57932 
0.7741		 1.57962 
0.7742		 1.57993 
0.7743		 1.58023 
0.7744		 1.58054 
0.7745		 1.58084 
0.7746		 1.58115 
0.7747		 1.58146 
0.7748		 1.58176 
0.7749		 1.58207 
0.775		 1.58238 
0.7751		 1.58268 
0.7752		 1.58299 
0.7753		 1.5833 
0.7754		 1.58361 
0.7755		 1.58391 
0.7756		 1.58422 
0.7757		 1.58453 
0.7758		 1.58484 
0.7759		 1.58515 
0.776		 1.58546 
0.7761		 1.58577 
0.7762		 1.58608 
0.7763		 1.58639 
0.7764		 1.5867 
0.7765		 1.58701 
0.7766		 1.58732 
0.7767		 1.58763 
0.7768		 1.58794 
0.7769		 1.58825 
0.777		 1.58856 
0.7771		 1.58887 
0.7772		 1.58918 
0.7773		 1.5895 
0.7774		 1.58981 
0.7775		 1.59012 
0.7776		 1.59043 
0.7777		 1.59075 
0.7778		 1.59106 
0.7779		 1.59137 
0.778		 1.59169 
0.7781		 1.592 
0.7782		 1.59231 
0.7783		 1.59263 
0.7784		 1.59294 
0.7785		 1.59326 
0.7786		 1.59357 
0.7787		 1.59389 
0.7788		 1.5942 
0.7789		 1.59452 
0.779		 1.59484 
0.7791		 1.59515 
0.7792		 1.59547 
0.7793		 1.59578 
0.7794		 1.5961 
0.7795		 1.59642 
0.7796		 1.59674 
0.7797		 1.59705 
0.7798		 1.59737 
0.7799		 1.59769 
0.78		 1.59801 
0.7801		 1.59833 
0.7802		 1.59864 
0.7803		 1.59896 
0.7804		 1.59928 
0.7805		 1.5996 
0.7806		 1.59992 
0.7807		 1.60024 
0.7808		 1.60056 
0.7809		 1.60088 
0.781		 1.6012 
0.7811		 1.60152 
0.7812		 1.60184 
0.7813		 1.60216 
0.7814		 1.60249 
0.7815		 1.60281 
0.7816		 1.60313 
0.7817		 1.60345 
0.7818		 1.60377 
0.7819		 1.6041 
0.782		 1.60442 
0.7821		 1.60474 
0.7822		 1.60507 
0.7823		 1.60539 
0.7824		 1.60571 
0.7825		 1.60604 
0.7826		 1.60636 
0.7827		 1.60669 
0.7828		 1.60701 
0.7829		 1.60734 
0.783		 1.60766 
0.7831		 1.60799 
0.7832		 1.60831 
0.7833		 1.60864 
0.7834		 1.60896 
0.7835		 1.60929 
0.7836		 1.60962 
0.7837		 1.60994 
0.7838		 1.61027 
0.7839		 1.6106 
0.784		 1.61093 
0.7841		 1.61125 
0.7842		 1.61158 
0.7843		 1.61191 
0.7844		 1.61224 
0.7845		 1.61257 
0.7846		 1.6129 
0.7847		 1.61323 
0.7848		 1.61356 
0.7849		 1.61389 
0.785		 1.61422 
0.7851		 1.61455 
0.7852		 1.61488 
0.7853		 1.61521 
0.7854		 1.61554 
0.7855		 1.61587 
0.7856		 1.6162 
0.7857		 1.61653 
0.7858		 1.61687 
0.7859		 1.6172 
0.786		 1.61753 
0.7861		 1.61786 
0.7862		 1.6182 
0.7863		 1.61853 
0.7864		 1.61886 
0.7865		 1.6192 
0.7866		 1.61953 
0.7867		 1.61986 
0.7868		 1.6202 
0.7869		 1.62053 
0.787		 1.62087 
0.7871		 1.6212 
0.7872		 1.62154 
0.7873		 1.62188 
0.7874		 1.62221 
0.7875		 1.62255 
0.7876		 1.62288 
0.7877		 1.62322 
0.7878		 1.62356 
0.7879		 1.6239 
0.788		 1.62423 
0.7881		 1.62457 
0.7882		 1.62491 
0.7883		 1.62525 
0.7884		 1.62559 
0.7885		 1.62592 
0.7886		 1.62626 
0.7887		 1.6266 
0.7888		 1.62694 
0.7889		 1.62728 
0.789		 1.62762 
0.7891		 1.62796 
0.7892		 1.6283 
0.7893		 1.62864 
0.7894		 1.62899 
0.7895		 1.62933 
0.7896		 1.62967 
0.7897		 1.63001 
0.7898		 1.63035 
0.7899		 1.63069 
0.79		 1.63104 
0.7901		 1.63138 
0.7902		 1.63172 
0.7903		 1.63207 
0.7904		 1.63241 
0.7905		 1.63275 
0.7906		 1.6331 
0.7907		 1.63344 
0.7908		 1.63379 
0.7909		 1.63413 
0.791		 1.63448 
0.7911		 1.63482 
0.7912		 1.63517 
0.7913		 1.63552 
0.7914		 1.63586 
0.7915		 1.63621 
0.7916		 1.63656 
0.7917		 1.6369 
0.7918		 1.63725 
0.7919		 1.6376 
0.792		 1.63795 
0.7921		 1.63829 
0.7922		 1.63864 
0.7923		 1.63899 
0.7924		 1.63934 
0.7925		 1.63969 
0.7926		 1.64004 
0.7927		 1.64039 
0.7928		 1.64074 
0.7929		 1.64109 
0.793		 1.64144 
0.7931		 1.64179 
0.7932		 1.64214 
0.7933		 1.64249 
0.7934		 1.64284 
0.7935		 1.6432 
0.7936		 1.64355 
0.7937		 1.6439 
0.7938		 1.64425 
0.7939		 1.64461 
0.794		 1.64496 
0.7941		 1.64531 
0.7942		 1.64567 
0.7943		 1.64602 
0.7944		 1.64638 
0.7945		 1.64673 
0.7946		 1.64708 
0.7947		 1.64744 
0.7948		 1.6478 
0.7949		 1.64815 
0.795		 1.64851 
0.7951		 1.64886 
0.7952		 1.64922 
0.7953		 1.64958 
0.7954		 1.64993 
0.7955		 1.65029 
0.7956		 1.65065 
0.7957		 1.65101 
0.7958		 1.65137 
0.7959		 1.65172 
0.796		 1.65208 
0.7961		 1.65244 
0.7962		 1.6528 
0.7963		 1.65316 
0.7964		 1.65352 
0.7965		 1.65388 
0.7966		 1.65424 
0.7967		 1.6546 
0.7968		 1.65496 
0.7969		 1.65532 
0.797		 1.65569 
0.7971		 1.65605 
0.7972		 1.65641 
0.7973		 1.65677 
0.7974		 1.65714 
0.7975		 1.6575 
0.7976		 1.65786 
0.7977		 1.65822 
0.7978		 1.65859 
0.7979		 1.65895 
0.798		 1.65932 
0.7981		 1.65968 
0.7982		 1.66005 
0.7983		 1.66041 
0.7984		 1.66078 
0.7985		 1.66114 
0.7986		 1.66151 
0.7987		 1.66188 
0.7988		 1.66224 
0.7989		 1.66261 
0.799		 1.66298 
0.7991		 1.66335 
0.7992		 1.66371 
0.7993		 1.66408 
0.7994		 1.66445 
0.7995		 1.66482 
0.7996		 1.66519 
0.7997		 1.66556 
0.7998		 1.66593 
0.7999		 1.6663 
0.8		 1.66667 
0.8001		 1.66704 
0.8002		 1.66741 
0.8003		 1.66778 
0.8004		 1.66815 
0.8005		 1.66852 
0.8006		 1.66889 
0.8007		 1.66927 
0.8008		 1.66964 
0.8009		 1.67001 
0.801		 1.67039 
0.8011		 1.67076 
0.8012		 1.67113 
0.8013		 1.67151 
0.8014		 1.67188 
0.8015		 1.67226 
0.8016		 1.67263 
0.8017		 1.67301 
0.8018		 1.67338 
0.8019		 1.67376 
0.802		 1.67413 
0.8021		 1.67451 
0.8022		 1.67489 
0.8023		 1.67526 
0.8024		 1.67564 
0.8025		 1.67602 
0.8026		 1.6764 
0.8027		 1.67677 
0.8028		 1.67715 
0.8029		 1.67753 
0.803		 1.67791 
0.8031		 1.67829 
0.8032		 1.67867 
0.8033		 1.67905 
0.8034		 1.67943 
0.8035		 1.67981 
0.8036		 1.68019 
0.8037		 1.68057 
0.8038		 1.68096 
0.8039		 1.68134 
0.804		 1.68172 
0.8041		 1.6821 
0.8042		 1.68249 
0.8043		 1.68287 
0.8044		 1.68325 
0.8045		 1.68364 
0.8046		 1.68402 
0.8047		 1.6844 
0.8048		 1.68479 
0.8049		 1.68517 
0.805		 1.68556 
0.8051		 1.68595 
0.8052		 1.68633 
0.8053		 1.68672 
0.8054		 1.6871 
0.8055		 1.68749 
0.8056		 1.68788 
0.8057		 1.68827 
0.8058		 1.68865 
0.8059		 1.68904 
0.806		 1.68943 
0.8061		 1.68982 
0.8062		 1.69021 
0.8063		 1.6906 
0.8064		 1.69099 
0.8065		 1.69138 
0.8066		 1.69177 
0.8067		 1.69216 
0.8068		 1.69255 
0.8069		 1.69294 
0.807		 1.69333 
0.8071		 1.69372 
0.8072		 1.69412 
0.8073		 1.69451 
0.8074		 1.6949 
0.8075		 1.6953 
0.8076		 1.69569 
0.8077		 1.69608 
0.8078		 1.69648 
0.8079		 1.69687 
0.808		 1.69727 
0.8081		 1.69766 
0.8082		 1.69806 
0.8083		 1.69845 
0.8084		 1.69885 
0.8085		 1.69925 
0.8086		 1.69964 
0.8087		 1.70004 
0.8088		 1.70044 
0.8089		 1.70084 
0.809		 1.70123 
0.8091		 1.70163 
0.8092		 1.70203 
0.8093		 1.70243 
0.8094		 1.70283 
0.8095		 1.70323 
0.8096		 1.70363 
0.8097		 1.70403 
0.8098		 1.70443 
0.8099		 1.70483 
0.81		 1.70523 
0.8101		 1.70564 
0.8102		 1.70604 
0.8103		 1.70644 
0.8104		 1.70684 
0.8105		 1.70725 
0.8106		 1.70765 
0.8107		 1.70805 
0.8108		 1.70846 
0.8109		 1.70886 
0.811		 1.70927 
0.8111		 1.70967 
0.8112		 1.71008 
0.8113		 1.71048 
0.8114		 1.71089 
0.8115		 1.7113 
0.8116		 1.7117 
0.8117		 1.71211 
0.8118		 1.71252 
0.8119		 1.71293 
0.812		 1.71333 
0.8121		 1.71374 
0.8122		 1.71415 
0.8123		 1.71456 
0.8124		 1.71497 
0.8125		 1.71538 
0.8126		 1.71579 
0.8127		 1.7162 
0.8128		 1.71661 
0.8129		 1.71702 
0.813		 1.71743 
0.8131		 1.71785 
0.8132		 1.71826 
0.8133		 1.71867 
0.8134		 1.71909 
0.8135		 1.7195 
0.8136		 1.71991 
0.8137		 1.72033 
0.8138		 1.72074 
0.8139		 1.72116 
0.814		 1.72157 
0.8141		 1.72199 
0.8142		 1.7224 
0.8143		 1.72282 
0.8144		 1.72323 
0.8145		 1.72365 
0.8146		 1.72407 
0.8147		 1.72449 
0.8148		 1.7249 
0.8149		 1.72532 
0.815		 1.72574 
0.8151		 1.72616 
0.8152		 1.72658 
0.8153		 1.727 
0.8154		 1.72742 
0.8155		 1.72784 
0.8156		 1.72826 
0.8157		 1.72868 
0.8158		 1.7291 
0.8159		 1.72953 
0.816		 1.72995 
0.8161		 1.73037 
0.8162		 1.73079 
0.8163		 1.73122 
0.8164		 1.73164 
0.8165		 1.73207 
0.8166		 1.73249 
0.8167		 1.73291 
0.8168		 1.73334 
0.8169		 1.73377 
0.817		 1.73419 
0.8171		 1.73462 
0.8172		 1.73504 
0.8173		 1.73547 
0.8174		 1.7359 
0.8175		 1.73633 
0.8176		 1.73675 
0.8177		 1.73718 
0.8178		 1.73761 
0.8179		 1.73804 
0.818		 1.73847 
0.8181		 1.7389 
0.8182		 1.73933 
0.8183		 1.73976 
0.8184		 1.74019 
0.8185		 1.74062 
0.8186		 1.74106 
0.8187		 1.74149 
0.8188		 1.74192 
0.8189		 1.74235 
0.819		 1.74279 
0.8191		 1.74322 
0.8192		 1.74366 
0.8193		 1.74409 
0.8194		 1.74452 
0.8195		 1.74496 
0.8196		 1.7454 
0.8197		 1.74583 
0.8198		 1.74627 
0.8199		 1.7467 
0.82		 1.74714 
0.8201		 1.74758 
0.8202		 1.74802 
0.8203		 1.74846 
0.8204		 1.74889 
0.8205		 1.74933 
0.8206		 1.74977 
0.8207		 1.75021 
0.8208		 1.75065 
0.8209		 1.75109 
0.821		 1.75153 
0.8211		 1.75198 
0.8212		 1.75242 
0.8213		 1.75286 
0.8214		 1.7533 
0.8215		 1.75374 
0.8216		 1.75419 
0.8217		 1.75463 
0.8218		 1.75508 
0.8219		 1.75552 
0.822		 1.75596 
0.8221		 1.75641 
0.8222		 1.75686 
0.8223		 1.7573 
0.8224		 1.75775 
0.8225		 1.7582 
0.8226		 1.75864 
0.8227		 1.75909 
0.8228		 1.75954 
0.8229		 1.75999 
0.823		 1.76044 
0.8231		 1.76088 
0.8232		 1.76133 
