# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.143657356500625610e-01 1.114208921790122986e-01 0.000000000000000000e+00 1.000000000000000000e+00 2.194862216711044312e-01 1.141410470008850098e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.117570400238037109e+00
1.000000000000000000e+03 6.063770968466997147e-03 8.569099009037017822e-03 1.497709831710380968e-06 2.254736755276098847e-04 6.765328813344240189e-03 9.212592616677284241e-03 1.497709831710380968e-06 2.254736755276098847e-04 8.911270499229431152e-01
2.000000000000000000e+03 5.405333358794450760e-03 5.245023872703313828e-03 1.819061168362168246e-07 1.550836313981562853e-04 5.990084260702133179e-03 5.763939581811428070e-03 1.819061168362168246e-07 1.550836313981562853e-04 8.686919808387756348e-01
3.000000000000000000e+03 3.549531102180480957e-03 3.297544782981276512e-03 5.430887028978759190e-08 5.750945638283155859e-05 3.844751976430416107e-03 3.611783962696790695e-03 5.430887028978759190e-08 5.750945638283155859e-05 7.839432358741760254e-01
4.000000000000000000e+03 2.645969623699784279e-03 2.920249709859490395e-03 5.228153909797583765e-08 3.457788261584937572e-05 2.769898157566785812e-03 3.215986536815762520e-03 5.228153909797583765e-08 3.457788261584937572e-05 7.091978788375854492e-01
5.000000000000000000e+03 2.418795833364129066e-03 2.558017382398247719e-03 2.706269430774455031e-09 8.346535196324111894e-08 2.640623366460204124e-03 2.808887744322419167e-03 2.706269430774455031e-09 8.346535196324111894e-08 6.602696776390075684e-01
6.000000000000000000e+03 1.984941540285944939e-03 1.975739840418100357e-03 1.239061020896770060e-06 2.237502485513687134e-05 2.128758234903216362e-03 2.147147897630929947e-03 1.239061020896770060e-06 2.237502485513687134e-05 5.800954699516296387e-01
7.000000000000000000e+03 1.409294083714485168e-03 1.203429768793284893e-03 1.533080364879424451e-07 1.188959140563383698e-05 1.420525484718382359e-03 1.350973965600132942e-03 1.533080364879424451e-07 1.188959140563383698e-05 4.543007910251617432e-01
8.000000000000000000e+03 4.829729732591658831e-04 4.553755570668727160e-04 1.530813023009613971e-07 4.630957846529781818e-06 4.663749714381992817e-04 5.052264314144849777e-04 1.530813023009613971e-07 4.630957846529781818e-06 2.645446956157684326e-01
9.000000000000000000e+03 1.607858575880527496e-04 1.870084088295698166e-04 8.555159070056106430e-07 6.893694148857321125e-08 1.614948414498940110e-04 1.911723375087603927e-04 8.555159070056106430e-07 6.893694148857321125e-08 1.386367231607437134e-01
1.000000000000000000e+04 5.740015330957248807e-05 7.515765901189297438e-05 4.195197789158555679e-08 3.758104014650598401e-07 6.838256376795470715e-05 7.623030978720635176e-05 4.195197789158555679e-08 3.758104014650598401e-07 7.606329768896102905e-02
1.100000000000000000e+04 1.922324736369773746e-05 3.413613376324065030e-05 7.679635416479868582e-08 4.879950665781507269e-09 3.276507777627557516e-05 3.729410309460945427e-05 7.679635416479868582e-08 4.879950665781507269e-09 3.865107148885726929e-02
1.200000000000000000e+04 7.196045771706849337e-06 1.359805537504144013e-05 5.646392651215137448e-07 1.250600121238676365e-06 1.547206920804455876e-05 1.973109283426310867e-05 5.646392651215137448e-07 1.250600121238676365e-06 1.600437797605991364e-02
1.300000000000000000e+04 2.722281205933541059e-04 2.498663379810750484e-04 9.915552800521254539e-05 1.238418626599013805e-04 2.670329413376748562e-04 2.330169954802840948e-04 9.915552800521254539e-05 1.238418626599013805e-04 2.174327522516250610e-02
1.400000000000000000e+04 1.016250607790425420e-04 6.103262785472907126e-05 1.152007826021872461e-05 5.552536458708345890e-05 1.129586962633766234e-04 6.695841148030012846e-05 1.152007826021872461e-05 5.552536458708345890e-05 1.530816778540611267e-02
1.500000000000000000e+04 2.526334412777941907e-07 4.003754554560146062e-07 2.755130845688569252e-11 3.868905196213745512e-12 1.145530404755845666e-05 5.853558377566514537e-06 2.755130845688569252e-11 3.868905196213745512e-12 1.566828810609877110e-03
1.600000000000000000e+04 1.781514100684944424e-07 2.551487057189660845e-07 1.022823825636010042e-09 6.753566594852600247e-10 1.205651551572373137e-05 5.479571427713381127e-06 1.022823825636010042e-09 6.753566594852600247e-10 1.931276055984199047e-03
1.700000000000000000e+04 1.387979750688828062e-06 1.732031932988320477e-06 3.684984317686712529e-09 2.453955971759569366e-07 1.284765585296554491e-05 6.878920430608559400e-06 3.684984317686712529e-09 2.453955971759569366e-07 4.314452409744262695e-03
1.800000000000000000e+04 8.238542795879766345e-05 8.321574568981304765e-05 5.777901606052182615e-06 6.969786045374348760e-05 9.370148472953587770e-05 9.012173541123047471e-05 5.777901606052182615e-06 6.969786045374348760e-05 1.387053821235895157e-02
1.900000000000000000e+04 3.199635102646425366e-05 2.405622944934293628e-05 4.646081833925563842e-06 8.005687959666829556e-06 4.425080987857654691e-05 2.614667209854815155e-05 4.646081833925563842e-06 8.005687959666829556e-06 8.471657522022724152e-03
2.000000000000000000e+04 5.736381467613682617e-07 1.190510943160916213e-06 1.123835389194027812e-07 2.698476464502164163e-08 1.422717014065710828e-05 5.023227913625305519e-06 1.123835389194027812e-07 2.698476464502164163e-08 2.521939575672149658e-03
