# exp(-x**2/30) Derivative Points
-2.00000e+01,2.15946e-06
-1.99198e+01,2.39291e-06
-1.98397e+01,2.65041e-06
-1.97595e+01,2.93432e-06
-1.96794e+01,3.24720e-06
-1.95992e+01,3.59183e-06
-1.95190e+01,3.97128e-06
-1.94389e+01,4.38886e-06
-1.93587e+01,4.84819e-06
-1.92786e+01,5.35320e-06
-1.91984e+01,5.90819e-06
-1.91182e+01,6.51780e-06
-1.90381e+01,7.18712e-06
-1.89579e+01,7.92162e-06
-1.88778e+01,8.72730e-06
-1.87976e+01,9.61063e-06
-1.87174e+01,1.05786e-05
-1.86373e+01,1.16389e-05
-1.85571e+01,1.27998e-05
-1.84770e+01,1.40702e-05
-1.83968e+01,1.54597e-05
-1.83166e+01,1.69788e-05
-1.82365e+01,1.86389e-05
-1.81563e+01,2.04522e-05
-1.80762e+01,2.24318e-05
-1.79960e+01,2.45919e-05
-1.79158e+01,2.69481e-05
-1.78357e+01,2.95167e-05
-1.77555e+01,3.23156e-05
-1.76754e+01,3.53641e-05
-1.75952e+01,3.86828e-05
-1.75150e+01,4.22939e-05
-1.74349e+01,4.62214e-05
-1.73547e+01,5.04909e-05
-1.72745e+01,5.51299e-05
-1.71944e+01,6.01682e-05
-1.71142e+01,6.56372e-05
-1.70341e+01,7.15712e-05
-1.69539e+01,7.80065e-05
-1.68737e+01,8.49821e-05
-1.67936e+01,9.25398e-05
-1.67134e+01,1.00724e-04
-1.66333e+01,1.09583e-04
-1.65531e+01,1.19167e-04
-1.64729e+01,1.29530e-04
-1.63928e+01,1.40732e-04
-1.63126e+01,1.52832e-04
-1.62325e+01,1.65899e-04
-1.61523e+01,1.80000e-04
-1.60721e+01,1.95212e-04
-1.59920e+01,2.11614e-04
-1.59118e+01,2.29289e-04
-1.58317e+01,2.48329e-04
-1.57515e+01,2.68827e-04
-1.56713e+01,2.90885e-04
-1.55912e+01,3.14610e-04
-1.55110e+01,3.40115e-04
-1.54309e+01,3.67521e-04
-1.53507e+01,3.96954e-04
-1.52705e+01,4.28549e-04
-1.51904e+01,4.62448e-04
-1.51102e+01,4.98801e-04
-1.50301e+01,5.37765e-04
-1.49499e+01,5.79509e-04
-1.48697e+01,6.24208e-04
-1.47896e+01,6.72047e-04
-1.47094e+01,7.23221e-04
-1.46293e+01,7.77936e-04
-1.45491e+01,8.36406e-04
-1.44689e+01,8.98859e-04
-1.43888e+01,9.65531e-04
-1.43086e+01,1.03667e-03
-1.42285e+01,1.11254e-03
-1.41483e+01,1.19342e-03
-1.40681e+01,1.27958e-03
-1.39880e+01,1.37134e-03
-1.39078e+01,1.46899e-03
-1.38277e+01,1.57288e-03
-1.37475e+01,1.68333e-03
-1.36673e+01,1.80071e-03
-1.35872e+01,1.92538e-03
-1.35070e+01,2.05772e-03
-1.34269e+01,2.19815e-03
-1.33467e+01,2.34707e-03
-1.32665e+01,2.50491e-03
-1.31864e+01,2.67213e-03
-1.31062e+01,2.84918e-03
-1.30261e+01,3.03655e-03
-1.29459e+01,3.23473e-03
-1.28657e+01,3.44424e-03
-1.27856e+01,3.66561e-03
-1.27054e+01,3.89938e-03
-1.26253e+01,4.14612e-03
-1.25451e+01,4.40640e-03
-1.24649e+01,4.68083e-03
-1.23848e+01,4.97001e-03
-1.23046e+01,5.27458e-03
-1.22244e+01,5.59518e-03
-1.21443e+01,5.93246e-03
-1.20641e+01,6.28711e-03
-1.19840e+01,6.65982e-03
-1.19038e+01,7.05128e-03
-1.18236e+01,7.46221e-03
-1.17435e+01,7.89335e-03
-1.16633e+01,8.34544e-03
-1.15832e+01,8.81922e-03
-1.15030e+01,9.31546e-03
-1.14228e+01,9.83493e-03
-1.13427e+01,1.03784e-02
-1.12625e+01,1.09467e-02
-1.11824e+01,1.15406e-02
-1.11022e+01,1.21608e-02
-1.10220e+01,1.28082e-02
-1.09419e+01,1.34836e-02
-1.08617e+01,1.41878e-02
-1.07816e+01,1.49215e-02
-1.07014e+01,1.56856e-02
-1.06212e+01,1.64809e-02
-1.05411e+01,1.73080e-02
-1.04609e+01,1.81679e-02
-1.03808e+01,1.90612e-02
-1.03006e+01,1.99886e-02
-1.02204e+01,2.09509e-02
-1.01403e+01,2.19488e-02
-1.00601e+01,2.29829e-02
-9.97996e+00,2.40539e-02
-9.89980e+00,2.51624e-02
-9.81964e+00,2.63090e-02
-9.73948e+00,2.74943e-02
-9.65932e+00,2.87187e-02
-9.57916e+00,2.99827e-02
-9.49900e+00,3.12867e-02
-9.41884e+00,3.26311e-02
-9.33868e+00,3.40163e-02
-9.25852e+00,3.54425e-02
-9.17836e+00,3.69099e-02
-9.09820e+00,3.84186e-02
-9.01804e+00,3.99688e-02
-8.93788e+00,4.15604e-02
-8.85772e+00,4.31935e-02
-8.77756e+00,4.48678e-02
-8.69739e+00,4.65832e-02
-8.61723e+00,4.83393e-02
-8.53707e+00,5.01358e-02
-8.45691e+00,5.19722e-02
-8.37675e+00,5.38480e-02
-8.29659e+00,5.57625e-02
-8.21643e+00,5.77149e-02
-8.13627e+00,5.97044e-02
-8.05611e+00,6.17301e-02
-7.97595e+00,6.37908e-02
-7.89579e+00,6.58854e-02
-7.81563e+00,6.80127e-02
-7.73547e+00,7.01712e-02
-7.65531e+00,7.23594e-02
-7.57515e+00,7.45757e-02
-7.49499e+00,7.68184e-02
-7.41483e+00,7.90856e-02
-7.33467e+00,8.13753e-02
-7.25451e+00,8.36854e-02
-7.17435e+00,8.60138e-02
-7.09419e+00,8.83581e-02
-7.01403e+00,9.07157e-02
-6.93387e+00,9.30843e-02
-6.85371e+00,9.54610e-02
-6.77355e+00,9.78431e-02
-6.69339e+00,1.00228e-01
-6.61323e+00,1.02612e-01
-6.53307e+00,1.04992e-01
-6.45291e+00,1.07365e-01
-6.37275e+00,1.09728e-01
-6.29259e+00,1.12077e-01
-6.21242e+00,1.14409e-01
-6.13226e+00,1.16720e-01
-6.05210e+00,1.19007e-01
-5.97194e+00,1.21264e-01
-5.89178e+00,1.23490e-01
-5.81162e+00,1.25679e-01
-5.73146e+00,1.27828e-01
-5.65130e+00,1.29933e-01
-5.57114e+00,1.31989e-01
-5.49098e+00,1.33992e-01
-5.41082e+00,1.35939e-01
-5.33066e+00,1.37825e-01
-5.25050e+00,1.39645e-01
-5.17034e+00,1.41396e-01
-5.09018e+00,1.43073e-01
-5.01002e+00,1.44672e-01
-4.92986e+00,1.46189e-01
-4.84970e+00,1.47619e-01
-4.76954e+00,1.48959e-01
-4.68938e+00,1.50204e-01
-4.60922e+00,1.51351e-01
-4.52906e+00,1.52395e-01
-4.44890e+00,1.53332e-01
-4.36874e+00,1.54159e-01
-4.28858e+00,1.54872e-01
-4.20842e+00,1.55467e-01
-4.12826e+00,1.55941e-01
-4.04810e+00,1.56290e-01
-3.96794e+00,1.56512e-01
-3.88778e+00,1.56603e-01
-3.80762e+00,1.56561e-01
-3.72745e+00,1.56382e-01
-3.64729e+00,1.56064e-01
-3.56713e+00,1.55605e-01
-3.48697e+00,1.55002e-01
-3.40681e+00,1.54254e-01
-3.32665e+00,1.53359e-01
-3.24649e+00,1.52316e-01
-3.16633e+00,1.51122e-01
-3.08617e+00,1.49778e-01
-3.00601e+00,1.48282e-01
-2.92585e+00,1.46634e-01
-2.84569e+00,1.44833e-01
-2.76553e+00,1.42879e-01
-2.68537e+00,1.40773e-01
-2.60521e+00,1.38515e-01
-2.52505e+00,1.36106e-01
-2.44489e+00,1.33547e-01
-2.36473e+00,1.30839e-01
-2.28457e+00,1.27984e-01
-2.20441e+00,1.24984e-01
-2.12425e+00,1.21840e-01
-2.04409e+00,1.18555e-01
-1.96393e+00,1.15133e-01
-1.88377e+00,1.11575e-01
-1.80361e+00,1.07884e-01
-1.72345e+00,1.04066e-01
-1.64329e+00,1.00122e-01
-1.56313e+00,9.60575e-02
-1.48297e+00,9.18763e-02
-1.40281e+00,8.75827e-02
-1.32265e+00,8.31816e-02
-1.24248e+00,7.86777e-02
-1.16232e+00,7.40762e-02
-1.08216e+00,6.93823e-02
-1.00200e+00,6.46017e-02
-9.21844e-01,5.97398e-02
-8.41683e-01,5.48027e-02
-7.61523e-01,4.97962e-02
-6.81363e-01,4.47266e-02
-6.01202e-01,3.96002e-02
-5.21042e-01,3.44232e-02
-4.40882e-01,2.92023e-02
-3.60721e-01,2.39440e-02
-2.80561e-01,1.86551e-02
-2.00401e-01,1.33422e-02
-1.20240e-01,8.01217e-03
-4.00802e-02,2.67187e-03
4.00802e-02,-2.67187e-03
1.20240e-01,-8.01217e-03
2.00401e-01,-1.33422e-02
2.80561e-01,-1.86551e-02
3.60721e-01,-2.39440e-02
4.40882e-01,-2.92023e-02
5.21042e-01,-3.44232e-02
6.01202e-01,-3.96002e-02
6.81363e-01,-4.47266e-02
7.61523e-01,-4.97962e-02
8.41683e-01,-5.48027e-02
9.21844e-01,-5.97398e-02
1.00200e+00,-6.46017e-02
1.08216e+00,-6.93823e-02
1.16232e+00,-7.40762e-02
1.24248e+00,-7.86777e-02
1.32265e+00,-8.31816e-02
1.40281e+00,-8.75827e-02
1.48297e+00,-9.18763e-02
1.56313e+00,-9.60575e-02
1.64329e+00,-1.00122e-01
1.72345e+00,-1.04066e-01
1.80361e+00,-1.07884e-01
1.88377e+00,-1.11575e-01
1.96393e+00,-1.15133e-01
2.04409e+00,-1.18555e-01
2.12425e+00,-1.21840e-01
2.20441e+00,-1.24984e-01
2.28457e+00,-1.27984e-01
2.36473e+00,-1.30839e-01
2.44489e+00,-1.33547e-01
2.52505e+00,-1.36106e-01
2.60521e+00,-1.38515e-01
2.68537e+00,-1.40773e-01
2.76553e+00,-1.42879e-01
2.84569e+00,-1.44833e-01
2.92585e+00,-1.46634e-01
3.00601e+00,-1.48282e-01
3.08617e+00,-1.49778e-01
3.16633e+00,-1.51122e-01
3.24649e+00,-1.52316e-01
3.32665e+00,-1.53359e-01
3.40681e+00,-1.54254e-01
3.48697e+00,-1.55002e-01
3.56713e+00,-1.55605e-01
3.64729e+00,-1.56064e-01
3.72745e+00,-1.56382e-01
3.80762e+00,-1.56561e-01
3.88778e+00,-1.56603e-01
3.96794e+00,-1.56512e-01
4.04810e+00,-1.56290e-01
4.12826e+00,-1.55941e-01
4.20842e+00,-1.55467e-01
4.28858e+00,-1.54872e-01
4.36874e+00,-1.54159e-01
4.44890e+00,-1.53332e-01
4.52906e+00,-1.52395e-01
4.60922e+00,-1.51351e-01
4.68938e+00,-1.50204e-01
4.76954e+00,-1.48959e-01
4.84970e+00,-1.47619e-01
4.92986e+00,-1.46189e-01
5.01002e+00,-1.44672e-01
5.09018e+00,-1.43073e-01
5.17034e+00,-1.41396e-01
5.25050e+00,-1.39645e-01
5.33066e+00,-1.37825e-01
5.41082e+00,-1.35939e-01
5.49098e+00,-1.33992e-01
5.57114e+00,-1.31989e-01
5.65130e+00,-1.29933e-01
5.73146e+00,-1.27828e-01
5.81162e+00,-1.25679e-01
5.89178e+00,-1.23490e-01
5.97194e+00,-1.21264e-01
6.05210e+00,-1.19007e-01
6.13226e+00,-1.16720e-01
6.21242e+00,-1.14409e-01
6.29259e+00,-1.12077e-01
6.37275e+00,-1.09728e-01
6.45291e+00,-1.07365e-01
6.53307e+00,-1.04992e-01
6.61323e+00,-1.02612e-01
6.69339e+00,-1.00228e-01
6.77355e+00,-9.78431e-02
6.85371e+00,-9.54610e-02
6.93387e+00,-9.30843e-02
7.01403e+00,-9.07157e-02
7.09419e+00,-8.83581e-02
7.17435e+00,-8.60138e-02
7.25451e+00,-8.36854e-02
7.33467e+00,-8.13753e-02
7.41483e+00,-7.90856e-02
7.49499e+00,-7.68184e-02
7.57515e+00,-7.45757e-02
7.65531e+00,-7.23594e-02
7.73547e+00,-7.01712e-02
7.81563e+00,-6.80127e-02
7.89579e+00,-6.58854e-02
7.97595e+00,-6.37908e-02
8.05611e+00,-6.17301e-02
8.13627e+00,-5.97044e-02
8.21643e+00,-5.77149e-02
8.29659e+00,-5.57625e-02
8.37675e+00,-5.38480e-02
8.45691e+00,-5.19722e-02
8.53707e+00,-5.01358e-02
8.61723e+00,-4.83393e-02
8.69739e+00,-4.65832e-02
8.77756e+00,-4.48678e-02
8.85772e+00,-4.31935e-02
8.93788e+00,-4.15604e-02
9.01804e+00,-3.99688e-02
9.09820e+00,-3.84186e-02
9.17836e+00,-3.69099e-02
9.25852e+00,-3.54425e-02
9.33868e+00,-3.40163e-02
9.41884e+00,-3.26311e-02
9.49900e+00,-3.12867e-02
9.57916e+00,-2.99827e-02
9.65932e+00,-2.87187e-02
9.73948e+00,-2.74943e-02
9.81964e+00,-2.63090e-02
9.89980e+00,-2.51624e-02
9.97996e+00,-2.40539e-02
1.00601e+01,-2.29829e-02
1.01403e+01,-2.19488e-02
1.02204e+01,-2.09509e-02
1.03006e+01,-1.99886e-02
1.03808e+01,-1.90612e-02
1.04609e+01,-1.81679e-02
1.05411e+01,-1.73080e-02
1.06212e+01,-1.64809e-02
1.07014e+01,-1.56856e-02
1.07816e+01,-1.49215e-02
1.08617e+01,-1.41878e-02
1.09419e+01,-1.34836e-02
1.10220e+01,-1.28082e-02
1.11022e+01,-1.21608e-02
1.11824e+01,-1.15406e-02
1.12625e+01,-1.09467e-02
1.13427e+01,-1.03784e-02
1.14228e+01,-9.83493e-03
1.15030e+01,-9.31546e-03
1.15832e+01,-8.81922e-03
1.16633e+01,-8.34544e-03
1.17435e+01,-7.89335e-03
1.18236e+01,-7.46221e-03
1.19038e+01,-7.05128e-03
1.19840e+01,-6.65982e-03
1.20641e+01,-6.28711e-03
1.21443e+01,-5.93246e-03
1.22244e+01,-5.59518e-03
1.23046e+01,-5.27458e-03
1.23848e+01,-4.97001e-03
1.24649e+01,-4.68083e-03
1.25451e+01,-4.40640e-03
1.26253e+01,-4.14612e-03
1.27054e+01,-3.89938e-03
1.27856e+01,-3.66561e-03
1.28657e+01,-3.44424e-03
1.29459e+01,-3.23473e-03
1.30261e+01,-3.03655e-03
1.31062e+01,-2.84918e-03
1.31864e+01,-2.67213e-03
1.32665e+01,-2.50491e-03
1.33467e+01,-2.34707e-03
1.34269e+01,-2.19815e-03
1.35070e+01,-2.05772e-03
1.35872e+01,-1.92538e-03
1.36673e+01,-1.80071e-03
1.37475e+01,-1.68333e-03
1.38277e+01,-1.57288e-03
1.39078e+01,-1.46899e-03
1.39880e+01,-1.37134e-03
1.40681e+01,-1.27958e-03
1.41483e+01,-1.19342e-03
1.42285e+01,-1.11254e-03
1.43086e+01,-1.03667e-03
1.43888e+01,-9.65531e-04
1.44689e+01,-8.98859e-04
1.45491e+01,-8.36406e-04
1.46293e+01,-7.77936e-04
1.47094e+01,-7.23221e-04
1.47896e+01,-6.72047e-04
