JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2456313.249248,13.956,0.032,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.044,Z,,13.336,,SN 2013E,AAVSO,STD,,,,
2456313.251099,13.953,0.089,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.047,Z,,13.290,,SN 2013E,AAVSO,STD,,,,
2456314.2667,14.1,,,Vis.,PEX,W,139,147,10401GBD,,,,Z,,,,SN 2013E,RASNZ-VSS,STD,,,,
2456315.007875,14.33,0.015,,B,NLX,,Ensemble,144,10401FZM," 	Mags ave 3 measures ",0,1.47,Z,,15.08,,PSN J10000552-3414013,AAVSO,STD,,,,
2456315.012346,14.02,0.015,,V,NLX,,Ensemble,144,10401FZM," 	Mags ave 3 measures ",0,1.44,Z,,14.43,,PSN J10000552-3414013,AAVSO,STD,,,,
2456315.190706,13.999,0.057,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.000,Z,,13.075,,SN 2013E,AAVSO,STD,,,,
2456315.195116,13.963,0.015,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.001,Z,,13.258,,SN 2013E,AAVSO,STD,,,,
2456316.048541,14.41,0.015,,B,NLX,,Ensemble,144,10401FZM," 	Mags ave 3 measures ",0,1.22,Z,,15.07,,PSN J10000552-3414013,AAVSO,STD,,,,
2456316.051739,14.06,0.02,,V,NLX,,Ensemble,144,10401FZM,,0,1.21,Z,,14.45,,PSN J10000552-3414013,AAVSO,STD,,,,
2456316.271898,14.002,0.035,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.111,Z,,13.272,,SN 2013E,AAVSO,STD,,,,
2456316.273935,14.035,0.062,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.117,Z,,13.183,,SN 2013E,AAVSO,STD,,,,
2456316.275972,14.031,0.083,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.123,Z,,13.275,,SN 2013E,AAVSO,STD,,,,
2456317.3028,14.2,,,Vis.,PEX,,139,147,10401GBD,,,,Z,,,,SN 2013E,RASNZ-VSS,STD,,,,
2456318.182153,14.126,0.025,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.000,Z,,13.224,,SN 2013E,AAVSO,STD,,,,
2456318.184190,14.037,0.040,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.000,Z,,13.280,,SN 2013E,AAVSO,STD,,,,
2456318.186227,14.099,0.018,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.001,Z,,13.247,,SN 2013E,AAVSO,STD,,,,
2456319.972735,14.69,0.08,,B,NLX,B,Ensemble,144,10401FZM," 	Mags ave 3 measures. Ap arcsec =6.7/26.9/38.1 ",0,1.66,Z,,15.08,,SN 2013E,AAVSO,STD,,,,
2456319.976983,14.23,0.04,,V,NLX,B,Ensemble,144,10401FZM," 	Mags ave 3 measures. Ap arcsec=6.7/26.9/38.1 ",0,1.62,Z,,14.40,,SN 2013E,AAVSO,STD,,,,
2456322.046868,14.88,0.03,,B,NLX,,Ensemble,144,10401FZM," 	Mags ave 3 measures ",0,1.17,Z,,15.08,,SN 2013E,AAVSO,STD,,,,
2456322.051218,14.41,0.015,,V,NLX,,Ensemble,144,10401FZM," 	Mags ave 3 measures ",0,1.15,Z,,14.44,,SN 2013E,AAVSO,STD,,,,
2456322.179271,14.380,0.065,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.002,Z,,13.391,,SN 2013E,AAVSO,STD,,,,
2456322.181123,14.452,0.077,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.002,Z,,13.389,,SN 2013E,AAVSO,STD,,,,
2456322.182986,14.489,0.088,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.003,Z,,13.245,,SN 2013E,AAVSO,STD,,,,
2456322.974110,14.96,0.03,,B,NLX,,Ensemble,144,10401FZM," 	Mags ave 3 measures ",0,1.57,Z,,15.05,,SN 2013E,AAVSO,STD,,,,
2456322.978430,14.46,0.02,,V,NLX,,Ensemble,144,10401FZM," 	Mags ave 3 measures ",0,1.53,Z,,14.45,,SN 2013E,AAVSO,STD,,,,
2456323.195220,14.510,0.084,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.012,Z,,13.316,,SN 2013E,AAVSO,STD,,,,
2456323.197083,14.461,0.079,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.014,Z,,13.350,,SN 2013E,AAVSO,STD,,,,
2456324.259410,14.551,0.036,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.139,Z,,13.318,,SN 2013E,AAVSO,STD,,,,
2456324.261273,14.520,0.049,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.145,Z,,13.256,,SN 2013E,AAVSO,STD,,,,
2456326.174711,14.569,0.043,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.004,Z,,13.313,,SN 2013E,AAVSO,STD,,,,
2456326.176574,14.464,0.074,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.005,Z,,13.272,,SN 2013E,AAVSO,STD,,,,
2456326.178437,14.566,0.048,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.006,Z,,13.293,,SN 2013E,AAVSO,STD,,,,
2456327.278137,14.615,0.032,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.244,Z,,13.294,,SN 2013E,AAVSO,STD,,,,
2456327.280000,14.631,0.030,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.252,Z,,13.224,,SN 2013E,AAVSO,STD,,,,
2456327.281956,14.654,0.058,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.262,Z,,13.198,,SN 2013E,AAVSO,STD,,,,
2456327.985314,15.50,0.03,,B,NLX,,Ensemble,144,10401FZM," 	Mags ave 3 measures ",0,1.38,Z,,15.07,,SN 2013E,AAVSO,STD,,,,
2456327.990278,14.69,0.01,,V,NLX,,Ensemble,144,10401FZM," 	Mags ave 3 measures ",0,1.35,Z,,14.43,,SN 2013E,AAVSO,STD,,,,
2456328.285498,14.623,0.030,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.294,Z,,13.240,,SN 2013E,AAVSO,STD,,,,
2456328.287361,14.575,0.047,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.304,Z,,13.288,,SN 2013E,AAVSO,STD,,,,
2456328.289213,14.641,0.064,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.315,Z,,13.218,,SN 2013E,AAVSO,STD,,,,
2456328.998260,15.61,0.03,,B,NLX,,Ensemble,144,10401FZM," 	Mags ave 3 measures ",0,1.29,Z,,15.07,,SN 2013E,AAVSO,STD,,,,
2456329.005091,14.74,0.01,,V,NLX,,Ensemble,144,10401FZM," 	Mags ave 3 measures ",0,1.26,Z,,14.44,,SN 2013E,AAVSO,STD,,,,
2456330.1694,14.8,,,Vis.,PEX,,147,,10401GBD,,,,Z,,,,SN 2013E,RASNZ-VSS,STD,,,,
2456330.995737,15.71,0.04,,B,NLX,,Ensemble,144,10401FZM," 	Mags ave 3 measures ",0,1.27,Z,,15.04,,SN 2013E,AAVSO,STD,,,,
2456331.002177,14.78,0.02,,V,NLX,,Ensemble,144,10401FZM," 	Mags ave 3 measures ",0,1.24,Z,,14.43,,SN 2013E,AAVSO,STD,,,,
2456331.155162,14.704,0.061,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.002,Z,,13.328,,SN 2013E,AAVSO,STD,,,,
2456331.157026,14.684,0.069,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.002,Z,,13.317,,SN 2013E,AAVSO,STD,,,,
2456332.182951,14.771,0.012,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.024,Z,,13.285,,SN 2013E,AAVSO,STD,,,,
2456332.184815,14.756,0.025,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.026,Z,,13.321,,SN 2013E,AAVSO,STD,,,,
2456332.186667,14.762,0.047,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.029,Z,,13.316,,SN 2013E,AAVSO,STD,,,,
2456333.215069,14.880,0.129,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.085,Z,,13.297,,SN 2013E,AAVSO,STD,,,,
2456333.217118,14.798,0.101,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.090,Z,,13.281,,SN 2013E,AAVSO,STD,,,,
2456334.007931,16.05,0.07,,B,NLX,,Ensemble,144,10401FZM," 	Mags ave 2 measures ",0,1.19,Z,,15.07,,SN 2013E,AAVSO,STD,,,,
2456334.01273,15.0,0.2,,V,NLX,U,Ensemble,144,10401FZM," 	Single obs ",0,1.17,Z,,14.3,,SN 2013E,AAVSO,STD,,,,
2456334.2910,15.1,,,Vis.,PEX,,147,153,10401GBD,,,,Z,,,,SN 2013E,RASNZ-VSS,STD,,,,
2456334.292685,14.730,0.013,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.444,Z,,13.166,,SN 2013E,AAVSO,STD,,,,
2456334.294549,14.771,0.073,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.458,Z,,13.306,,SN 2013E,AAVSO,STD,,,,
2456334.296412,14.799,0.078,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.473,Z,,13.210,,SN 2013E,AAVSO,STD,,,,
2456335.158102,14.842,0.060,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.009,Z,,13.309,,SN 2013E,AAVSO,STD,,,,
2456335.160139,14.909,0.098,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.010,Z,,13.341,,SN 2013E,AAVSO,STD,,,,
2456335.162176,14.895,0.072,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.012,Z,,13.186,,SN 2013E,AAVSO,STD,,,,
2456335.54213,14.9,,,TG,TYS,,147,151,10401GDM,,,,Z,,,,SN 2013E,AAVSO,STD,,,,
2456336.067003,16.15,0.05,,B,NLX,,Ensemble,144,10401FZM," 	Mags ave 3 measures ",0,1.03,Z,,15.05,,SN 2013E,AAVSO,STD,,,,
2456336.073596,14.96,0.01,,V,NLX,,Ensemble,144,10401FZM," 	Mags ave 3 measures ",0,1.02,Z,,14.43,,SN 2013E,AAVSO,STD,,,,
2456336.261146,14.904,0.080,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.281,Z,,13.283,,SN 2013E,AAVSO,STD,,,,
2456336.265220,14.943,0.058,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.303,Z,,13.293,,SN 2013E,AAVSO,STD,,,,
2456336.54028,15.2,,,Vis.,STI,,147,160,10633PF,"""Slooh, Tenerife, public""",,,Z,,,,SN 2013E,AAVSO,STD,,,,
2456337.213658,16.20,0.08,,B,NLX,,Ensemble,144,10401FZM," 	Mags ave 3 measures ",0,1.15,Z,,15.08,,SN 2013E,AAVSO,STD,,,,
2456337.220115,15.00,0.02,,V,NLX,,Ensemble,144,10401FZM," 	Mags ave 3 measures ",0,1.17,Z,,14.45,,SN 2013E,AAVSO,STD,,,,
2456338.152095,15.045,0.129,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.010,Z,,13.329,,SN 2013E,AAVSO,STD,,,,
2456338.154132,15.163,0.181,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.012,Z,,13.340,,SN 2013E,AAVSO,STD,,,,
2456338.156169,15.149,0.160,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.014,Z,,13.306,,SN 2013E,AAVSO,STD,,,,
2456339.076810,16.35,0.05,,B,NLX,,Ensemble,144,10401FZM," 	Mags ave 3 measures ",0,1.01,Z,,15.07,,SN 2013E,AAVSO,STD,,,,
2456339.083370,15.10,0.02,,V,NLX,,Ensemble,144,10401FZM," 	Mags ave 3 measures ",0,1.01,Z,,14.44,,SN 2013E,AAVSO,STD,,,,
2456339.214167,15.101,0.080,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.126,Z,,13.253,,SN 2013E,AAVSO,STD,,,,
2456339.217280,15.083,0.074,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.135,Z,,13.244,,SN 2013E,AAVSO,STD,,,,
2456340.142697,15.322,0.183,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.007,Z,,13.331,,SN 2013E,AAVSO,STD,,,,
