ug,gr,gi,gz,petroRad_i,petroR50_i,deVAB_i
1.884697,1.053919,1.481752,1.845585,4.52611,1.86945,0.85852
1.13151,0.455677,0.7489586,0.8338604,5.768547,2.895752,0.7700958
2.781385,1.767252,2.85483,3.441301,2.20274,1.162463,0.6551837
1.232473,1.731098,2.399145,2.822985,3.527527,1.402678,0.7877133
0.486536,0.9162941,1.890602,2.197268,2.361045,1.117195,0.5160446
0.06233406,1.861879,2.758121,3.24383,5.424119,1.658904,0.7479396
1.47123,0.9472065,1.41139,1.704084,6.249535,2.992567,0.7584748
1.73567,0.9270115,1.354237,1.668505,3.680788,1.587732,0.6151639
1.780113,1.050266,1.502995,1.867167,4.730735,1.995381,0.5719938
0.1127338,2.109983,3.370073,3.929525,3.652334,1.855281,0.6564949
0.6339016,1.416357,2.411631,2.988743,2.846846,1.175953,0.6927205
2.22505,1.53159,2.16724,2.508547,4.29889,2.007273,0.6544318
3.313087,1.672632,2.335144,2.717884,2.787571,1.396111,0.8730801
2.013374,1.986959,3.258341,4.035439,7.571411,2.493207,0.7602087
3.147005,1.983801,3.177231,3.766584,2.32938,1.039106,0.8107857
-0.6016178,2.069849,3.198832,3.617651,5.463661,2.597916,0.66804
0.8028049,2.134426,3.172384,3.180689,3.641794,1.504404,0.5218859
1.643925,1.515558,2.05448,2.431604,4.130554,1.576789,0.8335677
2.098684,1.460491,2.023045,2.361397,6.672472,2.498462,0.9113007
0.9671726,0.2545834,0.4548988,0.618784,7.878048,3.289995,0.2023106
1.483957,1.065577,1.605225,1.971859,4.404828,2.037575,0.3091796
1.215683,0.5258799,0.8548565,1.099814,8.494592,3.475927,0.8683013
1.199659,1.504314,2.557087,2.605753,2.970828,1.321764,0.7358562
0.6100807,1.596275,2.544374,2.964231,2.076204,1.065781,0.5971829
2.525909,1.415869,1.922813,2.216845,3.561766,1.508315,0.9767766
2.084936,1.032249,1.452763,1.806955,2.817546,1.207789,0.3255964
1.435413,0.6753902,1.068605,1.333942,3.456956,1.606944,0.7278115
4.408056,1.755772,2.489172,2.910725,7.360706,2.040898,0.8740749
1.702307,1.125334,1.598692,1.926212,3.773463,1.724148,0.6669539
3.418142,1.604399,2.456242,2.987675,3.277583,1.133494,0.7591007
1.361124,1.676798,2.422146,2.911547,20.62704,1.988401,0.9223759
1.189972,0.8881855,1.286684,1.56954,6.555279,3.218528,0.8504337
0.9928913,0.7694244,1.187965,1.482729,3.397354,1.451988,0.909447
1.257944,0.8821831,1.325645,1.609865,4.440418,2.064047,0.5082201
2.183821,1.184391,1.635466,1.953554,5.222345,2.024418,0.8854831
1.352951,0.7486076,1.174788,1.429745,3.329115,1.475736,0.6699493
1.128925,0.5377026,0.893383,1.066025,3.170177,1.550918,0.5047383
1.918772,0.94561,1.362886,1.707713,5.426527,2.302027,0.5983032
2.324505,1.226801,1.683958,2.007198,3.695789,1.700469,0.8107141
2.824406,1.584929,2.568567,2.777893,1.72343,1.011421,0.9996583
0.9707508,1.145498,1.911434,2.178551,3.287947,1.646339,0.7084855
1.600208,1.589598,2.329041,2.840555,2.048169,1.026174,0.5765472
1.275751,0.7288952,1.101301,1.313831,5.109714,2.520177,0.3610829
2.499069,1.69763,2.415615,2.776205,11.52882,1.611462,0.7932019
3.637381,1.739599,2.672546,3.01074,2.747594,1.266531,0.8404906
2.394108,1.563334,2.493341,2.947962,3.430249,1.409274,0.9996797
0.7176094,1.548643,2.417442,2.90275,4.735426,1.229527,0.4273022
1.057726,0.3641586,0.6308002,0.7361755,7.985581,3.840298,0.6200145
1.816248,0.8877468,1.305376,1.632328,2.470235,1.193164,0.7403876
2.013288,1.944077,2.990572,3.375731,3.164812,1.289461,0.7300113
1.851234,1.149452,1.697397,2.127022,5.005152,2.30536,0.2785797
1.791771,0.8068733,1.202799,1.504768,4.476835,1.980807,0.224236
1.983751,0.9291439,1.349668,1.673998,4.353826,2.031094,0.8946531
2.476118,1.899828,3.037865,3.548521,3.03461,1.239686,0.800027
1.588873,1.432573,2.387024,2.744419,2.201311,1.047786,0.7076224
4.188238,1.562181,2.860323,3.364304,3.828353,1.366979,0.6340019
1.735022,1.843143,2.475922,2.885851,3.05255,1.225553,0.9802508
2.07514,1.111423,1.974304,2.458399,3.06068,1.39451,0.4288473
1.842324,0.7956934,1.193755,1.509063,9.321064,4.109615,0.9774433
0.9411621,1.578211,2.540846,3.025135,5.150782,2.161215,0.3906996
3.431047,1.424488,2.079178,2.459021,2.329616,1.123441,0.07063318
1.950199,0.9927101,1.443871,1.801515,4.116383,1.883581,0.4447871
0.8691807,0.3243141,0.6311359,0.6671162,4.595023,2.165985,0.8434265
2.988644,1.583809,2.689674,3.249704,2.681606,1.244147,0.9112704
2.593946,1.442005,2.285215,2.685062,2.538018,1.075297,0.7542427
1.95507,2.240612,3.30065,3.575319,4.809889,1.819219,0.4081582
1.476929,1.180136,1.714256,2.11907,6.571224,2.734084,0.5085799
2.95241,1.455236,1.987251,2.367201,3.199269,1.407208,0.5596366
1.979744,1.04921,1.491783,1.866661,3.623502,1.688097,0.7400317
1.927967,1.072498,1.509929,1.909122,8.319445,3.447229,0.9036027
2.810112,1.453501,1.968508,2.325346,10.91149,4.458876,0.6168339
1.893734,1.083696,1.523958,1.909851,4.568645,2.022153,0.8099642
2.008303,0.8986187,1.29878,1.630318,3.0541,1.426452,0.4585026
3.015953,1.651129,2.577761,3.119436,2.982718,1.299494,0.9996635
3.815269,1.411873,2.227283,2.579853,4.985489,1.887559,0.4837436
1.820187,1.456005,2.060986,2.538956,3.106807,1.508644,0.2111154
1.38895,0.6570587,0.9894123,1.229527,6.239441,2.890462,0.9000043
1.123138,0.5142403,0.8093185,0.9272652,8.943666,4.236034,0.7089862
1.430237,0.7714615,1.154776,1.453442,5.707149,2.550854,0.7182336
1.301777,0.6937561,1.089821,1.361961,3.873521,1.717802,0.78759
2.551596,1.170429,2.317957,2.853249,3.991692,1.506148,0.2954416
1.3547,1.653385,2.257582,2.768976,4.474415,1.922018,0.7152002
1.814631,1.487833,2.548985,2.599058,2.420832,1.169736,0.5614659
0.6397457,1.006481,1.731827,2.139652,3.310516,1.503164,0.3798815
0.7352657,1.464228,2.490051,2.975277,2.842652,1.551505,0.5001313
1.20726,2.252987,3.247322,3.461916,7.357542,1.573424,0.1181685
1.450897,0.7765179,1.236473,1.541657,4.514185,2.107002,0.7839553
2.096769,0.999239,1.432421,1.779285,4.000515,1.81422,0.5761444
1.347265,0.6706848,1.050817,1.306359,6.080362,2.787184,0.8264363
0.3839874,1.645479,2.768534,3.213953,3.558451,1.457483,0.7498204
2.95603,1.637018,2.581465,2.842926,6.475444,1.778214,0.5641998
1.671022,1.27947,2.172525,2.717369,3.192103,1.453536,0.8311614
1.090202,1.818743,2.430296,2.820801,2.673473,1.227013,0.9238111
0.9539146,0.3606892,0.5685654,0.6874161,5.29923,2.327621,0.7644477
2.487354,0.7450619,1.655205,2.261583,4.545291,1.965276,0.6578274
1.438526,0.6886921,1.124712,1.427891,11.02552,4.715678,0.1703622
1.828093,0.8731632,1.282383,1.595655,4.933796,2.142186,0.4479106
2.032227,1.080755,1.533957,1.896825,4.273771,1.873929,0.366646
7.208511,1.751141,2.521944,2.91934,2.970574,3.266761,0.6501123
2.532076,1.089703,1.583712,1.933123,7.789504,2.886322,0.8866161
1.835022,1.060404,1.498449,1.83518,5.239364,2.290548,0.840479
2.220104,1.052944,1.49852,1.844456,6.146392,2.813882,0.6049948
1.316597,0.713623,1.10285,1.387285,4.410107,1.904954,0.5849553
5.328499,0.9898434,1.934683,2.058153,2.970574,-9999.0,0.5000158
2.233191,0.9342594,1.363375,1.685266,4.999292,2.236211,0.7179059
1.624935,0.9917564,1.796967,2.038836,3.723668,1.588276,0.8147961
3.058931,1.751774,2.653755,2.821245,7.358612,1.510011,0.9440525
1.863785,1.09944,1.550751,1.926235,3.974392,1.816221,0.7052006
1.982752,1.08489,1.532063,1.9258,4.084128,1.721079,0.7427076
2.173143,0.9824715,1.361804,1.641919,2.202107,1.014864,0.4868887
1.81595,1.032204,1.482512,1.872173,12.14857,5.045358,0.6930911
1.327961,0.7228889,1.07981,1.337718,8.964093,3.552346,0.7959785
2.176903,1.028416,1.459148,1.634008,4.557993,2.149209,0.283429
2.382215,2.646299,3.736965,4.098795,3.190745,1.379765,0.8113877
2.347898,1.955635,2.571108,2.854292,5.801303,2.671196,0.762795
0.4058304,1.317478,2.387369,2.537786,5.357037,1.131697,0.5274183
1.926355,1.49675,2.29245,2.70557,3.724185,1.336918,0.8665522
2.052341,1.437649,2.057749,2.41156,3.829008,1.800717,0.7009553
1.72286,0.8009796,1.210239,1.496543,7.82165,3.374122,0.6759732
1.978354,1.038273,1.509975,1.879059,4.277384,1.807507,0.4540205
0.6853523,1.829033,2.5336,2.973307,3.5255,1.44613,0.6091322
1.953083,1.690523,2.468533,3.040823,8.052608,1.683019,0.8393961
3.609365,1.184765,2.489185,3.227474,2.983362,1.386684,0.07283494
3.301556,1.420135,2.423372,2.760986,1.842627,1.033114,0.5862662
1.559278,0.8336849,1.346695,1.768248,6.158246,2.678341,0.2640956
1.958942,1.063181,1.506144,1.87291,4.397341,1.940827,0.6423466
5.670462,1.842365,2.780912,3.340227,6.579119,2.530976,0.7542876
4.314823,1.777052,2.525835,3.057892,2.965914,1.609834,0.721126
4.498631,1.817413,2.749996,3.096724,7.79145,2.920474,0.8996115
2.578684,1.74313,2.452713,2.662607,3.740103,1.422039,0.5708114
1.799805,0.8554077,1.344109,1.708555,3.847405,1.745661,0.3706595
1.356445,0.6498089,1.030031,1.292086,3.069649,1.42452,0.2975703
0.5602779,1.324903,2.171909,2.526161,1.956384,1.045875,0.4089477
3.567427,1.708885,2.61421,3.133957,3.1278,1.3798,0.935117
5.30999,1.804319,2.66898,3.160608,3.896035,1.814669,0.6395337
3.916632,1.544724,2.291943,2.480953,5.614956,1.394523,0.796217
2.663612,1.606882,2.356184,2.821114,3.527406,1.801242,0.8795946
1.885233,0.9855824,1.427185,1.783558,4.279813,1.906459,0.6877701
1.566708,1.898623,2.983334,2.639452,1.78192,0.9473927,0.4755441
1.909769,0.9455824,1.388783,1.739219,8.061181,3.179417,0.592952
2.311306,1.451162,2.679113,3.27244,5.967661,2.046557,0.4759315
2.156008,1.413927,1.976889,2.336359,3.948183,1.785583,0.9015524
-0.1053925,1.767128,2.787907,3.222885,1.834767,1.015723,0.7886556
1.736628,1.42514,1.861107,1.980007,4.161882,2.327062,0.4610245
0.7259979,0.964138,1.329945,1.607077,2.521888,1.223584,0.5636772
4.583683,1.370661,1.867678,2.258442,2.106132,0.9377541,0.3690466
1.438013,1.259983,1.786932,2.125996,7.612853,3.57604,0.7674417
3.193123,1.813364,2.378393,2.780296,6.795372,2.976803,0.7499595
0.5839348,0.8137112,1.068913,1.520868,3.443566,1.558002,0.7719859
1.437958,0.7628288,1.209835,1.505548,4.219422,1.909044,0.5447778
3.011156,1.101286,1.617426,1.954866,3.655381,1.610628,0.3723353
0.733305,1.122103,1.579264,2.016876,4.507961,2.332489,0.4294429
2.131033,1.014702,1.43157,1.796446,3.207204,1.444198,0.2986237
1.183651,1.440493,2.196186,2.413498,4.636238,1.770938,0.5423697
1.973579,0.564846,0.9184284,1.164889,7.322637,3.292048,0.4389715
1.560013,1.438318,2.071039,2.441513,3.766802,1.727041,0.704855
0.1579266,0.8690605,1.583851,1.78083,11.30343,2.137776,0.721018
1.669266,1.715555,2.534319,2.982122,2.407834,1.134526,0.7308559
3.959595,1.69828,2.669275,3.145855,11.30343,1.365438,0.8842082
1.093477,2.287441,3.732428,4.275158,4.390781,2.002604,0.7131097
1.932755,0.9997292,1.413481,1.770643,3.960688,1.748253,0.8045603
1.238062,0.7337036,1.134007,1.393112,6.858938,3.335757,0.7476229
3.318573,1.566393,2.167871,2.60018,4.566786,2.142628,0.568239
0.2464066,1.423103,2.716452,3.250307,3.295016,2.928508,0.8087898
0.8353157,0.3951235,0.6091938,0.8161783,6.031732,2.73934,0.6325569
1.514078,0.6030655,1.025734,1.25482,8.1696,3.586423,0.370453
1.927198,0.9728413,1.385082,1.739882,3.576863,1.563209,0.334082
1.861309,1.040466,1.464016,1.81996,2.116626,0.992694,0.4645578
1.922234,1.038391,1.480988,1.876074,2.865165,1.321357,0.3550716
1.598677,0.866951,1.357831,1.764863,14.73765,6.480367,0.314914
0.9862366,0.3014679,0.5477238,0.6386013,23.21505,1.935017,0.3540778
3.223526,0.9582195,1.420361,1.69578,6.081719,2.770227,0.5316359
1.974981,0.8770351,1.285311,1.558443,2.633158,1.197941,0.5146751
1.954977,1.268198,1.755718,2.124136,7.872028,3.154176,0.7670665
1.097912,0.552309,0.888298,1.02788,5.628343,2.951895,0.8419396
1.080505,0.476635,0.7933159,0.9584961,9.666381,4.163896,0.6490585
2.069395,1.173458,1.647058,1.978027,3.376487,1.492712,0.6897886
1.599653,1.827326,2.614244,3.107882,6.089134,2.331443,0.7305679
1.760172,1.517042,2.268501,2.593702,2.428231,1.065298,0.429516
3.669186,1.769339,2.444197,2.729177,3.186244,1.407508,0.7999683
2.243721,1.775116,2.780285,3.142757,2.448057,1.11491,0.5682878
2.149422,1.266481,1.770138,2.147779,2.742203,1.407063,0.8403879
1.655779,0.8043995,1.229568,1.515453,4.140704,1.880592,0.8211535
0.9168034,0.5039463,0.8471069,1.023623,3.217716,1.546664,0.7960954
1.335592,0.6668129,1.048662,1.335065,8.481924,3.93078,0.8917759
1.480356,0.7544861,1.138512,1.420763,5.520239,2.565189,0.9356679
1.56214,0.8994408,1.31472,1.638163,5.882689,2.708084,0.8698773
1.404652,0.9090443,1.366171,1.688761,3.193339,1.473741,0.5926526
1.991583,1.208115,1.661833,2.023272,4.751691,2.093161,0.7229628
1.401497,0.8361015,1.286356,1.590227,3.951348,1.715577,0.46517
1.31045,0.7049789,1.106627,1.281511,5.628462,2.755056,0.8687796
1.967964,1.736425,2.668264,3.165649,4.995315,1.510842,0.4553538
3.48625,1.678974,2.515606,2.92642,3.706977,1.460926,0.5084961
1.729116,1.789301,2.448633,2.919355,3.106707,1.724044,0.9178306
1.227999,1.567595,2.585514,2.862768,2.361816,0.8176205,0.8382056
0.4796162,1.221922,2.243114,2.272221,4.848649,2.260252,0.6986536
2.420506,1.973806,3.19029,3.707577,3.361107,1.33956,0.6080186
0.885643,1.649042,2.854815,3.336748,2.879127,1.274869,0.8068576
0.960186,0.5275249,0.8842659,1.094738,6.462028,3.331645,0.794982
1.925274,1.009552,1.453597,1.812627,4.926474,2.23625,0.9998154
5.459875,1.31711,2.422333,2.80164,2.969742,2.558239,0.882683
1.362038,0.8313751,1.323992,1.671261,6.107564,2.687281,0.2125131
1.387238,0.5866108,1.684711,1.961582,3.882807,1.909849,0.7805133
3.480875,1.731766,2.716795,3.093466,5.246102,2.349051,0.7094041
2.466438,2.556982,3.971149,4.217588,2.969742,2.067136,0.6921899
-0.5129757,1.758741,3.156361,3.660368,68.3015,2.012468,0.2811791
-0.5535393,1.869413,3.082384,3.564894,3.046247,2.425634,0.5161222
1.122143,0.6301937,1.073206,1.294989,3.620961,1.672312,0.6542355
1.843403,1.016842,1.488806,1.823035,6.249775,2.737686,0.2533998
4.878927,1.519697,2.765556,3.343487,6.162012,2.274034,0.7029337
1.776278,0.7846603,1.161329,1.443417,3.311785,1.473406,0.4111056
1.619575,0.7316227,1.139615,1.436513,12.31398,5.559768,0.6696169
1.499876,1.446066,2.272943,2.727894,4.854933,2.173153,0.3259579
0.9661102,1.408644,2.415516,2.777996,68.30661,1.538824,0.6425481
1.331745,1.900049,2.769712,3.119568,3.635804,1.615704,0.3724982
2.659115,2.638382,3.844776,4.213831,3.616985,1.29537,0.6515298
1.921904,0.9026413,1.335238,1.64967,6.867872,2.969938,0.8171693
1.964109,0.8482208,1.258323,1.575509,7.113474,2.754678,0.7104656
0.3063374,2.460133,3.55261,3.733709,4.678643,2.221554,0.7053455
5.022909,1.668894,2.423822,2.861914,7.824849,2.61347,0.6383497
1.301939,2.672573,3.807983,4.018311,2.969609,2.062993,0.6155922
1.184372,0.6179943,0.9781799,1.18569,4.549746,2.026858,0.9167513
1.215332,0.5714722,0.930603,1.130663,6.137444,2.926306,0.6421589
2.772829,1.65097,2.22406,2.603733,3.016667,1.478256,0.6312181
2.140482,1.677748,2.286919,2.644777,3.893622,1.837004,0.8750344
2.820213,1.932711,2.94668,3.548967,2.564466,1.326253,0.7907179
1.940821,1.55686,2.820421,3.264635,3.319309,1.447237,0.30597
1.067154,0.5610428,0.9581032,1.163673,5.721894,2.575387,0.1617696
3.684032,1.616272,2.198704,2.577049,2.712053,1.387739,0.5166189
4.232784,1.51536,2.271454,2.644732,258.3888,3.133603,0.4589333
1.412624,0.7955894,1.219538,1.556433,4.148524,1.935945,0.2232549
0.4499378,0.3370934,0.7363892,1.025562,2.141655,1.084974,0.5638006
3.408024,1.726994,2.65797,3.165298,4.032289,1.801518,0.768397
1.774675,1.140198,1.555405,1.90844,3.168703,1.4793,0.8761448
0.8264122,1.815592,3.012016,3.52989,6.402719,1.680789,0.7171994
1.361614,1.138239,2.467152,3.17408,18.01674,1.698772,0.4755819
3.675085,1.686327,2.35457,2.737295,2.549778,1.222707,0.6910234
2.401886,1.56465,2.267227,2.722507,3.68304,1.852379,0.4884584
3.599352,1.510349,2.409201,2.820749,3.113365,1.316543,0.4200479
2.509005,1.667061,2.58075,3.147249,2.441102,1.079318,0.8722405
0.8754215,1.199961,1.977091,2.238989,4.057826,1.89983,0.4994883
0.8241196,1.060541,1.872049,2.225044,3.583893,1.622501,0.778319
1.042162,0.5949879,0.9623661,1.140736,4.476338,1.986407,0.8589198
2.008623,1.695477,2.323893,2.610971,5.445565,2.298748,0.8437644
2.026613,1.628901,2.791132,3.306217,2.234934,1.104787,0.6626791
-0.246891,1.593847,2.420139,2.927042,2.968931,1.27548,0.4238254
0.2646656,1.990688,3.002626,3.519968,2.483046,1.166327,0.7982644
1.648903,0.8281441,1.256092,1.508007,5.077119,2.126786,0.5106824
0.7574158,0.8028755,1.720613,1.922216,2.541499,1.228074,0.7868256
2.464817,1.802376,2.462872,2.868134,7.286855,2.19882,0.6323434
3.525373,1.683369,2.333822,2.723078,4.10613,1.83975,0.7401865
1.869898,0.9262543,1.376277,1.750299,6.116548,2.654931,0.8991992
1.235079,1.27927,2.211243,2.402031,5.308232,1.440147,0.5921973
1.987116,1.113592,1.586149,1.930211,4.68601,2.044397,0.6993937
1.340246,0.6970539,1.07634,1.250036,4.813764,2.47667,0.7499918
1.391409,0.7546997,1.215338,1.507668,5.32394,2.35424,0.4463129
0.6846867,0.4178963,0.9847603,1.223705,6.217275,2.133495,0.3688584
2.768095,1.213951,2.067249,2.414438,3.53142,1.137947,0.248199
2.629715,1.791471,2.590826,3.103119,2.677266,1.252197,0.4203475
2.742594,1.507191,2.715504,3.204554,3.084993,1.317047,0.5599561
1.938133,1.006245,1.452005,1.814511,5.379937,2.374002,0.6027027
3.217381,1.585283,2.838755,3.492832,3.21725,1.274114,0.5314704
2.930635,1.888741,3.049406,3.491346,3.537477,1.444935,0.6011677
3.849348,1.302156,2.039474,2.282167,3.698309,1.602264,0.6498384
2.06254,1.38854,2.665632,3.122072,2.590767,1.170645,0.1525692
2.235146,1.25522,1.751545,2.152779,4.795841,1.969509,0.8451703
1.586916,1.05089,1.479702,1.870859,6.042952,2.685937,0.2412536
1.183628,1.665806,2.153978,2.46438,4.224987,2.038719,0.7800528
1.174105,1.492878,2.242947,2.765287,4.154673,1.642327,0.3499179
0.6297016,1.723602,2.723907,2.945908,2.601851,1.143454,0.7995375
4.522711,1.212702,2.297123,2.987322,4.574365,0.972796,0.4280224
1.477196,2.144846,3.2973,3.693226,5.924912,1.555296,0.7627784
3.589291,1.631969,2.284084,2.549797,12.19202,1.876385,0.4868392
1.508033,0.6570587,0.9930553,1.271164,22.0752,10.86302,0.8009495
1.183191,0.5503922,0.9160748,1.094133,6.095684,3.006418,0.8343998
1.722197,0.7180519,1.097,1.356836,3.885924,1.755823,0.9712173
1.180904,0.6886768,1.063213,1.360481,4.60591,2.03,0.7533683
1.964466,1.797161,2.520266,2.974401,3.44608,1.456916,0.9183617
1.848831,1.060125,1.810375,2.189566,2.760477,1.381403,0.263664
3.244818,1.840513,2.694889,3.053507,3.553136,1.565939,0.6854056
3.455954,1.814558,2.567724,2.837017,4.673334,1.900668,0.9519997
1.809034,0.9122677,1.293505,1.61903,3.301343,1.421805,0.4767435
2.973587,1.561407,2.649794,3.214598,2.908439,1.283282,0.6173711
1.515242,0.9003506,1.306874,1.692409,6.727935,3.0992,0.7750848
1.958035,1.081949,1.607285,1.909708,3.709814,1.659183,0.2418167
2.740826,1.717888,2.760386,3.276579,2.209688,1.021288,0.6333667
1.857332,0.9762707,1.402607,1.709625,5.978559,2.576226,0.9050172
1.793022,1.543079,2.376469,2.650473,3.815044,1.907799,0.2999987
1.438349,1.442152,2.266222,2.778196,2.830271,1.286804,0.6762005
1.361269,1.535902,2.311659,2.754402,2.759079,1.294086,0.5499793
1.22266,0.6390724,1.032835,1.341923,4.066672,1.846263,0.4074405
1.80011,0.7495575,1.083633,1.369406,3.011719,1.381653,0.8390675
1.251411,0.5926304,0.8625917,1.05787,14.85596,6.939549,0.7629364
1.64761,1.066057,1.547464,1.914862,5.509182,2.36387,0.6132522
1.055613,2.313404,3.43952,3.86035,166.4422,2.535539,0.7399504
0.1014156,1.777454,2.840609,3.295824,2.545608,1.082402,0.5036969
1.237465,1.374126,2.13039,2.399876,258.266,2.268012,0.6573219
1.340023,0.7167606,1.100733,1.389638,5.361916,2.388657,0.7553383
1.784185,1.741858,2.535753,2.886711,3.889363,1.434482,0.8088116
0.9673328,1.555782,2.397163,2.839708,3.436958,1.583339,0.4299394
2.052349,1.677143,2.253439,2.576822,3.223358,1.625245,0.9615389
1.572308,0.8771763,1.313925,1.653971,6.132027,2.861087,0.2678674
1.26593,1.114588,1.90822,2.196068,6.837023,1.983772,0.8867896
1.221922,1.894594,2.540083,2.800659,4.821459,1.706489,0.8289159
1.276745,1.784346,2.469509,2.782526,6.673439,2.96913,0.6546602
1.22893,1.568594,2.458698,2.953087,3.581267,1.36462,0.3999634
1.526037,1.380741,2.163731,2.540668,2.531285,1.215117,0.7856842
0.2723961,1.416933,2.254292,2.889238,6.684453,1.871433,0.4387343
2.886234,1.22587,1.943716,2.411995,19.6722,6.033442,0.5794386
1.352627,1.429676,2.564135,2.759619,11.30473,2.125729,0.3499637
1.154526,2.038914,3.516233,4.202929,3.962965,1.541154,0.4835024
0.6938553,1.315584,2.325592,2.701702,2.991042,1.344997,0.4780624
0.6629238,1.367159,2.378805,2.725111,3.250645,1.378114,0.5632412
2.728306,0.8298302,1.749369,2.11817,2.831608,1.3035,0.6497846
2.925097,1.548285,2.097441,2.445757,5.690206,2.379277,0.7534199
1.783089,1.16053,1.627075,1.997833,4.137386,1.757109,0.4564015
4.735319,2.041733,3.208143,3.857679,4.355999,1.640368,0.7453566
1.906973,1.62145,2.918652,3.535633,3.80237,1.685981,0.9157677
0.1681671,1.391531,2.456152,2.832996,5.526298,1.984019,0.6284976
1.089302,0.3585815,0.6191807,0.729372,8.028646,3.665212,0.3154638
0.784874,1.317703,2.162378,2.698313,3.011681,1.489317,0.9997492
2.861383,1.701506,2.497713,3.04644,3.285158,1.631748,0.5779346
0.1068726,2.940048,4.234665,4.492622,3.523063,1.527016,0.5347937
3.544226,1.007975,1.704836,2.214533,3.166666,1.466284,0.133009
4.595549,1.808706,2.632072,3.11339,3.953222,1.946923,0.7078872
1.638182,1.983845,2.828144,3.251188,6.083828,2.291497,0.8735101
4.444601,1.777618,2.401192,2.711344,4.891523,1.89276,0.6907139
1.74584,0.9456348,1.329424,1.662971,5.356655,2.261611,0.6018177
-0.1733875,2.898354,4.36702,4.826172,3.709554,1.513334,0.9743992
2.255127,1.212769,1.677797,2.053818,5.050301,2.168408,0.7148402
2.020578,0.9920464,1.415827,1.784937,4.384114,1.94867,0.7761363
1.829971,0.7464924,1.102966,1.374626,3.620106,1.749537,0.4945256
2.320969,2.011185,2.919323,3.459435,3.098894,1.317801,0.7109759
1.178476,1.547052,2.492466,3.003895,3.734173,1.773409,0.7134477
1.616577,2.261904,3.408417,3.920338,3.121381,1.333775,0.9569291
2.30352,1.791035,2.617664,3.215126,2.383449,1.160336,0.2159554
3.618847,1.598921,2.443295,2.551926,2.493999,1.172471,0.5811552
1.713875,0.5606441,0.8041878,1.010567,2.467336,1.138512,0.5188802
0.2805538,1.544123,2.584742,2.887596,2.772877,1.237404,0.9999932
1.517895,1.520033,2.419447,2.730396,3.142594,1.626077,0.8372019
3.622246,1.282372,2.236986,2.492359,4.337224,1.98898,0.7177026
1.979088,1.179497,1.643469,1.947287,7.167781,2.773034,0.8843018
0.3742924,0.5529118,0.9224777,1.085232,2.65102,1.150942,0.8367075
1.025354,0.3916798,0.7286282,0.8582191,4.1579,1.921138,0.6665287
0.7527981,0.3893433,0.7412491,0.8534718,3.233223,1.509693,0.7863569
0.8774033,1.780378,2.435867,2.763533,5.393744,1.952248,0.734917
1.303705,0.9635315,1.680267,1.929752,2.468665,1.164478,0.3709309
0.6355534,0.9932747,2.008669,2.221762,3.077416,1.360758,0.7040443
1.678926,1.800192,2.473413,2.890545,5.413146,2.069476,0.9239409
2.83716,1.735725,2.384216,2.795284,6.45701,2.712159,0.8099363
1.78619,1.014627,1.438601,1.818344,2.769156,1.308625,0.3510994
1.944489,1.172876,1.63949,2.026645,6.675923,2.89162,0.7409135
1.047768,1.673449,2.453848,2.682947,3.655307,1.686019,0.3262608
0.9879971,1.78475,2.375402,2.797104,6.151795,2.650635,0.9064368
1.173462,0.7092323,1.088692,1.343771,4.55162,2.099049,0.8809837
1.133898,0.5618649,0.9266644,1.13796,4.055949,2.057446,0.8612757
1.833622,0.9791241,1.427267,1.7356,3.885395,1.758616,0.8758492
1.363173,0.7431774,1.139273,1.439447,4.402686,2.079219,0.6171777
3.255199,1.84441,2.50684,2.8272,3.769816,1.556686,0.5511104
3.943714,1.204914,2.052841,2.353613,3.43631,1.561875,0.1902194
3.86944,1.863997,2.726618,3.272457,2.843619,1.300072,0.7122223
1.826616,1.099634,1.50106,1.756706,3.865923,1.682812,0.9952999
1.744686,1.015589,1.472641,1.773796,3.365789,1.547688,0.5002951
1.263147,0.7755508,1.143665,1.459246,4.35639,2.052684,0.8901918
2.005236,0.9953823,1.437899,1.787854,8.268221,3.219229,0.7410987
1.832834,0.8989601,1.240971,1.557468,3.052321,1.418725,0.7057868
2.12602,1.058382,1.466393,1.809454,4.979389,2.11264,0.9548062
2.045229,1.724243,2.949236,3.534386,2.851843,1.406564,0.5499821
0.7697811,0.8978252,1.86322,2.27154,7.357584,1.764775,0.5590175
0.6913319,1.181776,1.89217,2.12755,2.7142,1.341926,0.581598
2.734201,1.796215,2.494436,2.904974,4.245,2.007164,0.5752161
3.677542,1.676464,2.278637,2.694054,3.956333,1.819351,0.5768394
1.122477,0.4111481,0.6307945,0.7999439,7.124859,3.721412,0.8498685
1.916456,0.9450359,1.362949,1.747798,8.692937,3.372775,0.9022263
2.050289,0.9965572,1.424536,1.807581,5.156818,2.155284,0.6313424
2.780973,1.589231,2.378351,2.738619,3.479401,1.373633,0.896791
2.942663,1.608418,2.200748,2.570452,4.545803,1.930647,0.868142
1.754374,1.140871,1.699188,2.111498,5.548805,2.417546,0.6892187
1.818398,1.043442,1.496481,1.878687,3.621398,1.658697,0.8153248
1.831963,1.140844,1.599306,1.967505,7.353009,3.019309,0.7558796
0.9188042,0.3004131,0.6259117,0.7219563,5.579792,2.815881,0.8131014
1.891094,0.8581104,1.263723,1.570699,10.88251,4.746749,0.7327495
