ug,gr,gi,gz,petroRad_i,petroR50_i,deVAB_i
1.838423,1.040493,1.47016,1.835279,5.763066,2.354606,0.7188896
1.597809,0.9310856,1.412573,1.760359,3.241895,1.3195,0.6436392
3.294182,1.290518,2.286741,3.078226,11.30392,1.771675,0.5001705
2.199175,1.661209,2.434851,2.802128,4.506072,1.388811,0.6832992
1.855951,0.9599209,1.372727,1.708095,4.676362,2.208735,0.917639
0.3548088,1.507496,2.722649,3.283691,3.199665,1.235131,0.5166863
3.213135,0.470623,1.69425,1.834452,3.148347,1.285899,0.5171853
5.183695,1.447882,2.190876,2.819464,4.591141,1.769704,0.6670129
0.3590946,0.6676865,1.652443,1.961138,3.108284,1.488323,0.9997622
4.289564,1.563406,2.340405,2.715763,3.769704,1.611019,0.6632491
0.2107983,1.350672,2.163658,2.697765,2.849771,1.223759,0.7470431
2.821455,1.15572,1.926418,2.461535,8.748242,3.607826,0.5534595
1.651286,0.794632,1.199815,1.58544,16.46586,7.33038,0.258642
0.9496231,-0.1881771,-0.4178581,-0.5014553,6.508223,3.238462,0.4251059
1.056921,1.588448,2.507866,2.969101,2.771101,1.401385,0.7001892
1.526968,0.6938782,1.048847,1.33769,10.19762,4.57668,0.9259779
0.8714199,1.844568,3.027367,3.658607,4.603538,2.018998,0.5861422
1.449339,0.6766148,1.06069,1.372623,9.335762,4.163832,0.8052945
1.827256,0.7958078,1.169265,1.484137,7.12474,3.438981,0.6000998
0.4815407,0.5271091,1.209044,1.545412,2.20643,0.9939247,0.5899422
3.202511,1.582951,2.471903,2.88559,2.134416,1.039679,0.8186767
0.9832954,1.486048,2.423805,2.928488,1.739727,0.8459942,0.3857849
1.499496,1.55891,2.607338,3.128727,2.515802,1.152322,0.8475104
2.401913,1.586905,2.382486,2.6984,2.148991,1.094007,0.6437121
0.9476929,1.696758,2.718916,3.183966,6.482182,0.9548067,0.9081229
3.78248,2.144289,3.359686,3.87145,3.030632,1.481485,0.5159847
1.065854,0.5154934,0.8217573,1.066015,11.36083,5.458683,0.8929749
1.814266,0.9142666,1.315504,1.636721,4.10374,1.6313,0.3498841
1.827415,0.8214808,1.227075,1.514664,3.587139,1.575348,0.260034
1.045536,0.3407574,0.6007404,0.7383938,5.430361,2.531072,0.6155162
1.202145,0.6046066,0.9912119,1.266556,8.284956,3.790583,0.7131994
1.943298,0.8701839,1.265181,1.579002,3.040882,1.385404,0.7066119
1.850256,0.7993116,1.200416,1.501881,21.26688,8.861869,0.9654397
1.501511,0.7440681,1.144768,1.466974,4.606238,2.090757,0.487639
3.355225,1.811811,2.494678,2.927195,4.516124,1.870362,0.6475627
1.292124,1.677551,2.657864,3.00165,2.156822,0.9092663,0.7097455
2.972479,1.822884,2.604616,3.041195,2.482925,1.098266,0.6796731
2.83012,1.713118,2.762104,3.324509,1.840567,0.8763257,0.6221507
1.553997,1.564747,2.536072,2.786633,2.977948,1.161575,0.904954
2.114244,1.693169,2.570425,2.926584,1.573361,0.7903863,0.4749801
2.91013,1.685158,2.519243,2.892107,2.458944,1.172993,0.5928699
-0.3490944,2.20896,3.817532,4.59536,2.612957,1.158894,0.8553689
2.615332,1.405457,1.928776,2.245102,5.518242,2.136192,0.8448923
1.784132,0.7977896,1.176931,1.494548,7.404734,2.843244,0.5794104
0.9322968,1.329315,2.321701,2.797972,2.625177,1.161955,0.8541909
4.464657,1.255026,2.398645,3.094627,4.322197,1.595734,0.6876931
1.531237,1.423037,2.69132,3.196823,4.439031,1.976527,0.6741385
0.542944,1.251963,2.33094,2.92108,7.135598,1.148588,0.6476918
2.460077,1.928492,2.661707,3.104877,3.872847,1.580709,0.8266588
0.8633785,0.3594933,0.5913467,0.7704601,2.69896,1.27517,0.635638
1.261709,0.5783348,0.8817272,1.166997,6.908588,3.229634,0.3903115
1.197319,0.3600578,0.5993652,0.8045788,6.885796,3.334436,0.5165559
0.850708,0.2394428,0.4599457,0.5422058,5.881989,2.748806,0.4490902
1.156027,0.4510365,0.7283306,0.8925438,9.142994,3.93288,0.2693028
4.390886,1.696661,2.3197,2.731129,3.256289,1.525737,0.7633176
-0.1299,2.083023,3.018747,3.598326,2.453918,1.078074,0.6140838
0.2171745,1.378916,2.294777,2.903868,4.88099,2.171793,0.6692333
1.276218,0.8583603,1.280352,1.581306,4.460497,2.013729,0.7468187
1.920242,0.8586941,1.232986,1.504196,4.68703,2.130701,0.9520105
1.990757,0.8429174,1.249494,1.568951,6.361351,2.738916,0.8920726
3.718235,1.703352,2.291107,2.686607,3.110661,1.252214,0.8928851
1.479668,1.715857,2.545694,3.002321,2.542247,1.284845,0.9997913
2.088203,1.949055,2.969807,3.274269,4.611484,1.406984,0.5024316
0.9427929,1.597439,2.671251,3.020678,3.581544,1.194119,0.8308552
1.807228,1.846407,2.484638,2.921316,2.529344,1.217885,0.5993546
0.8762512,1.164814,1.896799,2.222012,3.816165,1.705691,0.3052328
1.220146,1.564774,2.565521,2.897835,1.964499,0.7165117,0.7608737
0.7220764,1.830664,2.679379,3.211182,3.582164,1.499626,0.7515669
1.115793,1.62929,2.51841,3.000566,2.911414,1.370719,0.3846067
2.49209,1.559212,2.596642,2.984421,2.458544,1.168965,0.8000135
1.631754,1.576664,2.506086,3.019934,2.611371,1.100016,0.7456905
4.476244,1.152033,2.375845,2.82291,6.586784,2.155944,0.8437843
2.527206,1.584679,2.609858,2.909864,1.804801,0.8583563,0.7248935
0.9136581,0.318819,0.5787601,0.6569767,3.637277,1.692006,0.5019443
2.017063,1.381706,1.903971,2.268753,6.021181,2.665908,0.7330069
1.706442,1.614868,2.2174,2.581932,6.880827,2.432787,0.8393333
3.697071,1.389809,2.473261,3.115158,4.894447,1.619058,0.60028
1.951597,1.673101,2.49424,3.039055,2.855465,1.590503,0.7530885
1.095743,1.306187,2.238705,2.736155,5.951479,1.974958,0.6273184
1.910862,1.997175,3.043091,3.336727,4.601128,1.887661,0.8162423
1.789127,0.832428,1.221292,1.469664,2.581279,1.206982,0.6637728
3.389734,1.65041,2.223537,2.586079,5.099821,2.093704,0.7282484
2.170095,1.666042,2.776564,2.95966,2.611154,1.462438,0.6287576
1.695204,0.8157673,1.233458,1.532774,5.374536,2.14707,0.5723571
1.843048,0.9059734,1.311153,1.618858,4.062685,1.781347,0.7123975
1.729801,0.9096355,1.300158,1.616632,3.419363,1.503822,0.7743883
2.635767,1.8501,2.577595,2.932333,3.758062,1.486941,0.8316338
0.9902725,2.29661,3.29821,3.772984,3.333647,1.44231,0.741546
-0.3262081,2.448885,3.522125,3.788441,4.31278,1.876694,0.27059
1.546955,0.7929897,1.253023,1.526106,5.415413,2.485671,0.3795522
1.947174,0.9750481,1.41864,1.779036,3.561862,1.612347,0.5571268
1.762741,0.8927631,1.366489,1.738419,4.97923,2.107768,0.2730394
1.686934,0.8540974,1.214745,1.518425,2.601472,1.181318,0.5229789
1.564838,0.8854752,1.305218,1.688128,3.036458,1.37495,0.3853994
1.974268,1.05652,1.558952,1.960329,2.739093,1.219362,0.4639494
2.069555,1.535343,2.615158,3.129688,2.889399,1.027143,0.6286388
1.602446,1.584747,2.616108,2.978777,2.759394,1.283615,0.455863
1.283569,0.5743723,0.8610497,1.118886,12.67142,5.600325,0.8855436
1.752588,0.7807388,1.133328,1.42183,11.01083,4.124432,0.8731644
1.864532,0.9975243,1.48649,1.89925,4.707448,1.920381,0.2315622
1.717821,0.8884449,1.269102,1.578402,3.262861,1.327276,0.61228
0.2255058,-0.1591911,-0.1676426,-0.551075,14.64268,7.180333,0.6334993
1.107445,1.784784,2.640007,2.840437,1.757664,0.8193678,0.5099143
0.417366,1.719414,2.860903,3.228258,4.067462,1.640784,0.7999888
1.335112,1.382114,2.166388,2.507931,2.510248,1.160528,0.6084186
1.404095,1.66083,2.805931,3.45771,2.654596,1.409964,0.6497681
1.876685,0.8129339,1.16388,1.458483,7.126323,2.910522,0.7811618
2.137331,0.945591,1.362595,1.681269,2.089156,1.020081,0.7813715
1.105114,0.5907269,0.9594059,1.157368,3.858902,1.821631,0.7325868
0.781395,0.1704292,0.2917843,0.4143944,4.577958,2.249314,0.4300392
1.954445,0.9012852,1.299706,1.638587,3.43102,1.472772,0.4103072
1.800751,1.010326,1.413933,1.762455,3.66027,1.640337,0.9464251
0.6025658,1.812956,2.773275,3.318283,3.59477,1.441491,0.8647501
1.579556,1.6744,2.573011,3.04809,1.795991,0.9438655,0.6360152
0.1480732,1.5364,2.383926,2.801281,4.308105,1.69224,0.7275904
1.259163,1.420944,2.276064,2.807053,3.881481,1.659374,0.6576322
0.5931587,1.743025,2.862225,3.439606,2.250902,1.034711,0.7276546
0.8644676,1.67708,2.848307,3.215473,3.076678,1.277619,0.6511748
-0.1190891,0.4712143,0.8629742,0.9863758,1.864965,0.7946323,0.8217886
1.010275,0.651226,0.9900665,1.225199,6.925911,2.937056,0.9369233
3.455017,1.808168,2.404919,2.743111,3.200369,1.383059,0.4390181
0.6987915,1.230253,2.130371,2.538017,3.060793,1.404542,0.8085147
0.4621334,1.588549,2.630634,3.385658,3.238207,1.263553,0.7678469
-0.4927368,1.434742,2.668615,3.35323,2.969587,1.552388,0.2777761
0.256094,1.794523,3.013039,3.497816,4.267124,1.817307,0.7426918
2.959257,1.49181,2.690441,3.153605,4.371726,1.981441,0.6339512
1.859499,0.9445934,1.354864,1.65391,3.64853,1.607559,0.9217277
1.937542,1.131094,1.590487,1.971517,5.320901,2.131578,0.9998533
1.833292,1.098118,1.551583,1.913504,11.70096,4.746693,0.8583071
1.159809,0.5884495,0.9382496,1.208752,6.106239,2.932232,0.3783424
1.852316,1.16292,1.669653,2.073538,3.876129,1.640082,0.5681318
1.721079,0.8545246,1.248888,1.535673,4.824145,2.137285,0.8848511
3.218365,1.519184,2.278046,2.684725,2.944492,0.9530103,0.4742346
0.482832,1.679457,2.951075,3.415886,2.861294,1.197689,0.6690738
1.820057,0.8995094,1.33478,1.538298,1.978324,0.9265913,0.4765134
1.729925,1.759653,2.439274,2.933727,2.357455,1.098632,0.8648636
2.322573,0.841383,1.82185,2.029776,2.939058,1.489305,0.5898124
1.709076,1.355547,2.457422,2.802382,1.795813,1.015349,0.8552142
0.659462,2.107836,3.20089,3.665585,2.181209,0.9420084,0.5032015
1.924417,1.084234,1.522642,1.905262,4.242356,1.744556,0.7821268
2.27376,1.902475,2.929544,3.196308,5.105018,1.855667,0.8222306
2.678156,1.572121,2.480158,3.007,2.488219,1.212137,0.821083
1.384415,1.696184,2.497078,2.881075,7.090148,1.137414,0.7442856
1.965759,1.51647,2.275837,2.675203,1.815855,0.867558,0.321792
0.4894485,1.07226,1.76766,1.988775,3.334719,1.616514,0.757787
1.512527,1.624165,2.632776,3.159698,2.903772,1.31381,0.5507508
1.077166,0.9080791,1.588192,2.001745,3.864383,1.795464,0.4829575
0.3290005,0.8226299,1.869337,2.47723,3.129207,1.261222,0.6867541
-0.03577614,0.155056,0.277626,0.7931957,3.422409,1.213207,0.6789263
2.403154,1.625404,2.212955,2.63055,6.294882,2.58419,0.7427787
0.6778927,1.715218,2.65527,3.170174,2.312116,0.9155677,0.8422635
2.405781,1.575312,2.336184,2.913759,5.611536,1.27782,0.8958795
0.8210602,1.291451,2.144379,2.696875,3.319289,1.429058,0.8923202
1.870241,1.760384,2.558964,2.976273,3.162059,1.260653,0.9783841
2.242861,1.626953,3.039003,3.401329,2.507527,0.9467236,0.7623975
3.582045,1.840754,2.450375,2.979059,2.739879,1.229421,0.2642551
1.835207,1.137421,1.69194,2.08021,4.716603,2.176089,0.3618735
1.766626,0.8055725,1.19983,1.528074,9.286637,4.117949,0.7481138
1.612532,1.024216,1.490011,1.845442,4.634444,1.93059,0.6100891
2.961716,1.446421,2.213528,2.688137,2.373185,1.087409,0.7456555
3.355787,1.597435,2.512354,3.016327,2.425,0.9895061,0.6889265
2.18553,1.680017,2.513729,2.89473,3.244509,1.227226,0.977731
2.33527,1.631334,2.631561,3.111494,2.035703,0.9040972,0.4273363
3.200113,1.923193,2.80715,3.379744,1.961341,0.9481141,0.2195401
2.673267,2.067154,2.941376,3.4925,2.409757,1.090417,0.7831143
1.890923,1.563725,2.35268,2.864695,3.302764,1.561184,0.5654231
3.466528,1.6761,2.647314,3.178143,7.150794,2.919733,0.5720118
2.956522,1.675673,2.591507,2.964972,2.333526,1.036958,0.5757856
-0.9898338,2.491457,3.511593,4.125771,4.361124,1.711654,0.7263265
1.950302,0.9125385,1.32856,1.669523,6.007249,2.534455,0.8579915
2.124058,1.390741,1.902721,2.278587,3.917325,1.561511,0.7030624
1.320057,0.4396381,0.6874275,0.8022861,6.937038,3.448061,0.5635887
1.551451,1.972052,2.881521,3.648022,2.685758,1.180918,0.5846435
1.48494,0.7930374,1.214293,1.509592,5.182236,2.35188,0.4466187
3.773197,2.26125,3.133825,3.549807,5.234222,1.960624,0.9463956
3.424299,1.748234,2.583445,2.950747,1.880566,1.020852,0.6799187
0.12043,1.643595,2.537642,2.867685,1.757077,0.8863627,0.615429
1.594118,1.83604,2.697674,3.124878,3.130482,1.374211,0.5641381
3.237391,1.398752,2.13555,2.671125,7.356651,1.608598,0.4481647
3.17436,1.636219,2.800205,3.210758,2.464617,1.215804,0.7387771
1.145161,1.844454,2.77636,3.407862,2.763072,1.205897,0.7730457
3.059326,1.675314,2.582937,2.995749,2.454979,1.152223,0.8341283
0.09968376,1.807131,2.862461,3.472164,4.837019,1.125714,0.7697318
1.776203,0.7066536,1.047653,1.303244,3.926121,1.681392,0.611583
1.284559,0.6526251,1.006012,1.29654,10.83198,5.131433,0.5796987
3.575367,1.809669,2.627728,3.215658,2.54372,1.740301,0.6626213
0.7445564,2.537785,3.718317,4.573883,3.626956,1.388052,0.4588104
0.946104,0.3688641,0.5598793,0.739397,4.187521,1.878782,0.736773
1.926321,1.883715,2.631523,3.088255,4.666913,1.588097,0.7051207
1.259722,1.751516,2.852285,3.280682,3.446227,1.51511,0.78157
1.865982,1.004004,1.4361,1.795294,3.144583,1.289648,0.9849787
1.417492,0.7524071,1.120657,1.37607,6.217678,2.589879,0.7687382
0.945507,0.4736614,0.7732239,0.9574966,3.414952,1.668593,0.7883006
2.428354,1.742104,2.359156,2.739157,3.335485,1.274062,0.5453719
1.327147,1.085325,1.915216,2.434032,4.337592,1.175056,0.9300137
0.9603157,0.7910156,1.256561,1.518486,4.450371,1.452285,0.6623718
1.232588,0.6411533,1.005457,1.242234,9.053875,4.086668,0.6776746
2.863558,1.633141,2.71715,3.25642,2.18426,0.9746474,0.5908158
0.8562298,1.338238,2.110493,2.626585,2.317651,1.06654,0.5533277
2.784756,1.852983,2.7451,3.264906,6.52725,1.400161,0.6895364
3.417164,1.64311,2.821508,3.280384,2.848836,1.138315,0.5486125
1.066845,0.4613686,0.7708607,0.9324417,8.15554,3.780369,0.2669757
1.103592,0.5354424,0.8763771,1.060162,6.587914,3.198201,0.6276741
2.947002,1.75424,2.38851,2.764139,3.528595,1.535869,0.6869544
1.369545,0.7742691,1.164949,1.506008,8.173931,3.814276,0.6171208
1.277319,1.351578,2.155092,2.486256,2.772342,1.292803,0.6901447
3.54258,1.607559,2.666317,3.226355,2.371227,1.029435,0.5953986
2.169518,1.435383,2.837273,3.592342,4.563714,1.522911,0.8626423
1.659136,1.151302,2.256109,2.772532,2.480938,0.9178376,0.4666109
1.749451,0.759201,1.160563,1.489037,2.089097,1.099625,0.7661473
1.763889,0.7695265,1.141022,1.376196,19.99468,8.474312,0.8349855
1.877245,0.9479256,1.367315,1.725359,5.470692,2.232487,0.7382382
0.6543903,1.230799,1.997646,2.540623,3.221253,1.30777,0.7892562
0.9518929,1.414175,2.323092,2.574263,1.720608,0.9094698,0.6277593
4.084179,1.487471,2.443121,3.037226,3.312157,1.148481,0.4614829
1.887407,1.070017,1.520071,1.913144,6.942558,2.93566,0.8190168
1.469233,1.316927,2.194792,2.544437,3.394302,1.540327,0.358857
2.021248,1.726093,2.759424,3.142311,2.011019,1.049092,0.9996554
1.450609,1.311172,2.20257,2.204563,3.074125,1.47747,0.5274983
0.4105892,0.07497406,0.412674,0.517746,2.061518,0.8409566,0.5810921
1.804319,0.9547958,1.340031,1.637558,3.671636,1.592297,0.9608138
1.904716,0.89538,1.259066,1.606834,3.472201,1.514984,0.6588255
1.643822,0.8086071,1.28553,1.597246,5.396887,2.295162,0.2467451
1.782955,0.9586678,1.478853,1.817354,3.64878,1.532033,0.4377427
2.101593,1.09202,1.612383,2.004286,3.520584,1.568484,0.2890212
1.772968,0.8795528,1.345392,1.705367,10.26074,4.348391,0.5870683
0.755703,1.528608,2.100765,2.430735,6.235321,2.459697,0.3439662
1.581194,1.412853,1.956614,2.3489,2.941276,1.392808,0.6753986
1.803934,1.250635,1.689974,2.041672,2.328783,1.169351,0.4947414
0.6478024,1.162554,1.53751,2.024395,2.973112,1.420689,0.4995138
1.518288,1.354942,1.90275,2.274748,2.467173,1.131697,0.5502046
1.651363,0.8280945,1.240143,1.553837,5.223496,2.061948,0.9405788
1.628716,1.539396,2.059526,2.332867,4.307591,1.845139,0.991001
1.928049,0.9454689,1.49279,1.871017,5.816099,2.592107,0.3178672
1.678864,0.7308817,1.111155,1.39669,6.764636,3.070698,0.8901708
0.9149361,1.359871,1.945574,2.40934,2.30248,1.08434,0.2070433
0.2246456,1.242332,1.758453,2.058302,8.106903,1.59052,0.5208811
2.111969,1.069231,1.584963,1.962257,5.037355,2.008736,0.9631724
1.835478,0.846159,1.238419,1.570416,3.392123,1.59577,0.8609409
1.786922,0.9530621,1.409542,1.806656,7.087528,2.949494,0.2564947
1.020128,1.526167,2.046484,2.464544,4.784114,1.570603,0.9898166
0.9597435,1.716303,2.292412,2.642212,3.669692,1.637801,0.9319759
2.742079,0.9375324,1.389677,1.684191,5.32615,2.285972,0.8650393
1.363775,0.6920338,1.062893,1.308649,3.750791,1.68026,0.7441696
0.8140564,1.18581,1.685228,2.039276,3.359395,1.467122,0.6261786
0.8276329,1.274359,1.591919,1.991423,2.076908,1.013053,0.9998308
0.7397709,0.9489136,1.259529,1.586813,2.379816,1.157841,0.6529022
0.7868137,0.9459286,1.400858,1.813784,2.838029,1.38771,0.9914566
1.13047,1.128054,1.539503,2.149548,3.216752,1.536168,0.9997984
1.358812,1.564074,2.591242,3.109268,3.585483,1.572783,0.9978554
1.217787,0.4786072,0.7642555,0.9772549,6.656336,2.989405,0.1433014
1.621904,1.294996,1.796572,2.17193,3.040741,1.484573,0.7533339
2.124781,1.289188,1.783712,2.137005,4.932966,2.212311,0.8569292
1.50655,0.6279316,0.958746,1.191904,6.772742,3.12357,0.9034811
2.258705,1.201298,1.656261,2.057335,4.059081,1.756224,0.822144
0.8073769,1.503208,2.321291,2.732195,3.587415,1.466797,0.6058599
0.4640274,1.178881,1.684555,1.955194,3.091846,1.425285,0.9999765
1.08938,0.719553,1.105637,1.351021,6.452477,2.856644,0.6768047
1.958799,0.9253712,1.347118,1.692207,3.849507,1.681308,0.6022875
1.420225,0.7962074,1.222355,1.524217,8.477561,3.47298,0.5662371
1.704262,0.9145012,1.330112,1.691929,5.676352,2.459355,0.8542917
0.9090195,0.3645573,0.5599289,0.7517262,4.301984,1.984568,0.623154
3.620914,1.854223,2.458292,2.931074,3.093795,1.465086,0.7489268
1.292667,1.555731,2.164385,2.586937,4.082495,2.150666,0.4765173
1.101549,0.5683193,0.959177,1.185699,4.25101,2.107388,0.5499965
0.9106884,0.3033924,0.4590492,0.5932064,5.291633,2.449107,0.7858855
1.314024,1.657413,2.246872,2.601522,6.1833,2.395522,0.8223297
1.085129,1.376549,1.799423,2.190258,3.62252,1.686675,0.707411
0.8423462,1.000601,1.564636,1.902199,3.712162,1.794453,0.222834
1.955761,1.129553,1.606916,2.011729,5.60539,2.256935,0.6303722
1.007723,1.371117,1.983492,2.428236,2.994679,1.396541,0.4722476
1.357164,1.414671,1.998987,2.368219,2.521637,1.321729,0.9999669
1.091797,1.114416,1.588982,1.992136,3.252959,1.482269,0.957409
1.004843,1.484165,2.021544,2.511518,2.926275,1.546555,0.428503
1.224749,1.513468,2.072313,2.476566,2.900876,1.177794,0.3187659
1.040051,1.401253,1.971775,2.289808,3.053576,1.464597,0.36714
1.367371,1.241837,1.758633,2.143513,3.988133,1.7767,0.3689201
2.39653,1.457478,2.044783,2.349588,6.543787,2.054272,0.6021277
1.25017,1.372889,1.911373,2.359215,3.10387,1.562422,0.9997884
0.6343327,0.4301281,0.8574505,0.9008694,10.93645,1.382372,0.9000154
2.25075,0.982914,1.4182,1.807087,3.709589,1.627301,0.3809877
1.107088,1.187185,1.752752,2.168756,5.139931,2.109383,0.3786719
1.262453,1.365719,1.825859,2.227482,3.718554,1.571977,0.7617571
0.5457897,0.8282948,1.029095,1.325291,3.167723,1.289596,0.7878121
1.184395,0.5656681,0.9201565,1.163567,4.621817,2.213241,0.4338411
1.735443,0.8134079,1.155384,1.488537,4.083091,1.702063,0.740624
0.9817123,1.027925,1.434063,1.949606,2.570618,1.239116,0.9998032
1.247425,0.7780457,1.189974,1.387049,5.647704,2.698141,0.8035482
2.81072,1.789762,2.416666,2.830568,2.94287,1.421558,0.7704586
1.865597,0.895607,1.377422,1.768984,20.19232,2.331071,0.3819098
2.494675,1.043945,1.497271,1.829128,5.003421,2.336367,0.4499511
1.844355,1.057528,1.492018,1.798872,2.869034,1.236133,0.4239419
1.634253,0.8151379,1.212992,1.542274,4.477088,1.889739,0.3754984
1.887396,0.9225092,1.333257,1.692708,4.740602,2.127025,0.8082609
2.329828,1.264229,1.72477,2.061399,4.309727,1.893939,0.8167427
1.610363,0.5074978,0.8483524,0.9610233,5.298406,2.457438,0.2601884
0.9842358,1.051149,1.408588,1.722937,2.292131,1.155696,0.7682576
1.859716,1.752911,2.396624,2.854343,2.942055,1.483778,0.8571081
1.828173,1.184523,1.651432,2.020281,6.494765,2.919682,0.7341293
0.7858601,0.5749893,0.9565849,1.084621,3.300474,1.718401,0.8086503
1.154057,0.3556519,0.6189442,0.7799511,8.742469,3.753942,0.2776093
1.433235,1.253498,1.62969,2.088549,3.288109,1.383199,0.503602
3.566101,1.723488,2.321775,2.805141,3.78651,1.73982,0.4425327
4.546539,1.741608,2.318342,2.637184,7.530973,2.336452,0.8853243
1.223448,0.6060619,0.9891644,1.177135,4.150272,2.068622,0.5758446
1.686993,1.821085,3.029739,3.388916,3.963975,1.482406,0.5633736
1.867491,1.654171,2.61796,2.983877,2.125698,0.9544879,0.9087412
4.034624,1.66876,2.465961,2.866907,3.085401,1.348341,0.810373
1.269535,1.926226,3.05546,3.485205,2.99813,1.318701,0.5814207
2.155138,1.694437,2.26763,2.590992,3.632248,1.590306,0.8951833
2.350084,0.7147541,1.530624,0.9223576,2.515084,1.601989,0.5425441
-0.5674057,1.886553,3.05386,3.635204,2.629932,1.187238,0.9064429
1.607233,1.829187,2.55537,3.034142,5.177097,2.176664,0.7239412
3.730335,1.769291,2.538792,2.886448,12.54912,3.540775,0.5896037
5.298504,1.197134,2.099813,1.871227,8.762539,4.327093,0.9997028
2.421986,1.688225,2.514498,2.932611,6.000937,1.536006,0.9671962
0.09436035,1.363022,2.645563,3.095469,4.967531,1.628515,0.6311687
2.615286,1.861717,2.555172,2.994249,2.695276,1.272089,0.7859127
0.874939,1.51503,2.42424,3.075418,4.4529,1.465228,0.6149197
1.237734,1.793692,2.864382,3.135765,2.167572,1.102097,0.7264109
3.172857,2.78137,4.002903,4.644924,8.39465,1.424213,0.3197162
1.676512,1.789825,2.577143,3.058702,4.149638,1.555274,0.9999961
1.937252,1.763536,2.904732,2.953266,2.517567,1.11454,0.832532
-0.05270195,1.644903,2.729334,3.117785,2.164917,1.09623,0.6714908
3.12219,1.560028,2.335754,2.891329,2.9764,1.298992,0.6372191
3.365501,1.573608,2.349155,2.797474,4.053258,1.39674,0.6838127
0.3847656,1.496767,2.306749,2.604679,5.375143,1.679434,0.6309204
4.397137,1.621273,2.63842,3.353886,3.178751,0.8127166,0.7066732
1.647331,1.410671,2.228096,2.639025,3.474856,1.516814,0.7884904
1.356752,1.80901,2.997154,3.607109,5.363587,2.252464,0.6441846
2.461338,1.763744,2.694925,3.27404,3.689084,1.375557,0.6788028
0.9559288,1.961987,2.99374,3.379219,1.731188,0.8742664,0.7769334
2.028318,1.527483,2.33704,2.775686,4.04646,1.999723,0.6405541
0.4935322,1.783882,2.711681,3.324434,1.729939,0.6523617,0.4499065
2.132837,0.3597851,1.633423,1.978685,5.822201,2.545506,0.7324495
1.85743,1.771097,2.792454,3.29055,4.056009,1.521554,0.5129305
0.5380268,1.491304,2.350876,2.775814,2.862165,1.196837,0.7507915
1.720152,0.2441025,0.4538956,-0.06960297,8.66037,4.051179,0.5005025
3.47246,0.5227451,1.385201,1.940214,5.720442,2.120485,0.5532961
2.607742,0.9404545,1.92625,2.316481,2.550985,1.252311,0.5878767
2.769424,1.384985,2.313141,2.963844,16.53054,2.126481,0.4082744
3.540749,1.070349,2.502422,3.305305,2.856762,1.288029,0.5203345
2.971506,1.390184,2.298029,2.685692,2.851301,1.244352,0.2001678
5.591993,1.775061,2.58688,3.033484,3.627128,1.645031,0.8265152
2.064548,2.924448,4.066032,4.944899,5.250893,2.403629,0.6871992
2.248579,1.527344,2.108725,2.431417,4.543889,1.831928,0.8680595
3.810144,1.506041,2.028809,2.264322,12.94497,5.63591,0.4499648
4.542004,1.294849,2.001642,2.383738,2.784327,1.270185,0.4263123
2.1105,1.621763,2.471354,2.970995,4.36328,2.231259,0.7386402
1.651499,0.9185371,1.364025,1.702206,5.990013,2.601357,0.6769212
1.51437,0.8734169,1.270386,1.588236,5.390254,2.4029,0.8161365
1.902267,1.056,1.507069,1.891274,5.715456,2.417363,0.5011409
-0.5320015,2.263628,3.360857,3.977421,5.282138,1.934462,0.4595869
1.253569,0.4494534,0.719183,0.8878613,4.669311,2.247994,0.4302198
1.203876,0.5061493,0.8012123,0.9752159,5.488526,2.584368,0.4192482
-0.2141571,1.421101,2.771593,3.058718,3.652554,1.928077,0.1096735
0.8947048,1.992903,3.195593,3.592302,6.796242,2.351399,0.6018023
0.2955246,0.3088303,0.6458244,0.8060455,3.785007,1.651795,0.7208503
1.440348,0.7798824,1.186554,1.51395,5.423765,2.489885,0.2859326
1.622833,0.7699871,1.141815,1.430775,5.028751,2.36148,0.7545133
1.39296,0.7275009,1.118456,1.41338,5.165234,2.480983,0.432987
1.700983,1.02504,1.436934,1.815907,5.885223,2.642177,0.7523153
1.932884,0.8853512,1.293271,1.606695,5.948176,2.565343,0.6079301
1.663273,0.838623,1.302995,1.643696,6.152804,2.819527,0.2449894
2.507565,1.395885,1.925617,2.282282,5.018921,2.210787,0.7076125
2.113672,1.868547,2.486467,2.946825,6.296731,2.703862,0.499963
0.5425301,0.2253685,0.1438789,-0.1974697,2.519595,1.390944,0.6795326
1.518644,0.8146935,1.203396,1.421396,4.307277,1.967401,0.6876609
1.530256,1.158386,1.610086,1.96711,3.788502,1.776146,0.611883
2.962936,1.694628,2.302004,2.709522,5.825734,2.061676,0.4546109
0.34799,0.7515926,1.083918,1.537451,2.413898,1.153359,0.9938784
1.222422,0.4440689,0.7426853,0.9250402,8.92647,3.976053,0.6599075
1.14477,0.4702835,0.6782818,0.8350239,4.094544,1.846815,0.7807778
1.807173,0.8067036,1.179926,1.469982,3.126332,1.523788,0.8613585
1.846025,0.2997074,0.8190746,1.343624,27.92207,7.869242,0.4642287
0.4441605,1.717562,2.694311,3.13715,3.168003,1.60909,0.9598184
3.279337,1.662464,2.484421,2.957151,2.68562,1.318045,0.7838597
1.996866,1.020767,1.57234,1.979523,4.161473,1.915479,0.4036202
3.0567,1.408968,2.183064,2.668671,4.411479,2.153533,0.5500024
0.7299004,1.320915,2.050047,2.414839,2.66019,1.301091,0.3706273
