0.000000000000000000e+00 1.000000000000000000e+10
2.002002002002001973e+05 9.999999999999986649e+09
4.004004004004003946e+05 9.999999999999986649e+09
6.006006006006005919e+05 9.999407770705968857e+09
8.008008008008007891e+05 9.998091741691253662e+09
1.001001001001000986e+06 9.996019230623338699e+09
1.201201201201201184e+06 9.993177517596677780e+09
1.401401401401401497e+06 9.989560692840976715e+09
1.601601601601601578e+06 9.985165899285221100e+09
1.801801801801801659e+06 9.979991923432548523e+09
2.002002002002001973e+06 9.974038568805688858e+09
2.202202202202202287e+06 9.967306342290096283e+09
2.402402402402402367e+06 9.959796282603841782e+09
2.602602602602602448e+06 9.951509859748537064e+09
2.802802802802802995e+06 9.942448912609451294e+09
3.003003003003003076e+06 9.932615608291694641e+09
3.203203203203203157e+06 9.922012414440668106e+09
3.403403403403403237e+06 9.910642079625343323e+09
3.603603603603603318e+06 9.898507618890550613e+09
3.803803803803803865e+06 9.885612302710849762e+09
4.004004004004003946e+06 9.871959648230690002e+09
4.204204204204204492e+06 9.857553412066780090e+09
4.404404404404404573e+06 9.842397584190824509e+09
4.604604604604604654e+06 9.826496382564956665e+09
4.804804804804804735e+06 9.809854248302734375e+09
5.005005005005004816e+06 9.792475841195676804e+09
5.205205205205204897e+06 9.774366035490898132e+09
5.405405405405404978e+06 9.755529915837074280e+09
5.605605605605605990e+06 9.735972773338184357e+09
5.805805805805806071e+06 9.715700101670484543e+09
6.006006006006006151e+06 9.694717593229671478e+09
6.206206206206206232e+06 9.673031135283685684e+09
6.406406406406406313e+06 9.650646806112995148e+09
6.606606606606606394e+06 9.627570871124883652e+09
6.806806806806806475e+06 9.603809778931943893e+09
7.007007007007006556e+06 9.579370157387712479e+09
7.207207207207206637e+06 9.554258809574586868e+09
7.407407407407407649e+06 9.528482709740837097e+09
7.607607607607607730e+06 9.502048999184827805e+09
7.807807807807807811e+06 9.474964982085699081e+09
8.008008008008007891e+06 9.447238121280506134e+09
8.208208208208207972e+06 9.418876033988609314e+09
8.408408408408408985e+06 9.389886487484567642e+09
8.608608608608609065e+06 9.360277394721305847e+09
8.808808808808809146e+06 9.330056809905672073e+09
9.009009009009009227e+06 9.299232924028766632e+09
9.209209209209209308e+06 9.267814060353761673e+09
9.409409409409409389e+06 9.235808669864067078e+09
9.609609609609609470e+06 9.203225326674837112e+09
9.809809809809809551e+06 9.170072723411071777e+09
1.001001001001000963e+07 9.136359666555526733e+09
1.021021021021020971e+07 9.102095071769845963e+09
1.041041041041040979e+07 9.067287959192346573e+09
1.061061061061060987e+07 9.031947448715936661e+09
1.081081081081080996e+07 8.996082755249736786e+09
1.101101101101101004e+07 8.959703183967903137e+09
1.121121121121121198e+07 8.922818125549282074e+09
1.141141141141141206e+07 8.885437051411426544e+09
1.161161161161161214e+07 8.847569508942554474e+09
1.181181181181181222e+07 8.809225116735029221e+09
1.201201201201201230e+07 8.770413559823835373e+09
1.221221221221221238e+07 8.731144584933628082e+09
1.241241241241241246e+07 8.691427995737762451e+09
1.261261261261261255e+07 8.651273648132766724e+09
1.281281281281281263e+07 8.610691445531633377e+09
1.301301301301301271e+07 8.569691334179261208e+09
1.321321321321321279e+07 8.528283298493325233e+09
1.341341341341341287e+07 8.486477356433788300e+09
1.361361361361361295e+07 8.444283554904221535e+09
1.381381381381381303e+07 8.401711965188002586e+09
1.401401401401401311e+07 8.358772678422412872e+09
1.421421421421421319e+07 8.315475801113589287e+09
1.441441441441441327e+07 8.271831450695177078e+09
1.461461461461461522e+07 8.227849751133465767e+09
1.481481481481481530e+07 8.183540828581740379e+09
1.501501501501501538e+07 8.138914807086430550e+09
1.521521521521521546e+07 8.093981804347608566e+09
1.541541541541541554e+07 8.048751927536285400e+09
1.561561561561561562e+07 8.003235269170827866e+09
1.581581581581581570e+07 7.957441903054809570e+09
1.601601601601601578e+07 7.911381880278411865e+09
1.621621621621621586e+07 7.865065225285479546e+09
1.641641641641641594e+07 7.818501932008213043e+09
1.661661661661661603e+07 7.771701960071362495e+09
1.681681681681681797e+07 7.724675231067733765e+09
1.701701701701701805e+07 7.677431624906682014e+09
1.721721721721721813e+07 7.629980976237188339e+09
1.741741741741741821e+07 7.582333070947039604e+09
1.761761761761761829e+07 7.534497642739468575e+09
1.781781781781781837e+07 7.486484369788606644e+09
1.801801801801801845e+07 7.438302871474912643e+09
1.821821821821821854e+07 7.389962705201724052e+09
1.841841841841841862e+07 7.341473363293911934e+09
1.861861861861861870e+07 7.292844269979587555e+09
1.881881881881881878e+07 7.244084778455675125e+09
1.901901901901901886e+07 7.195204168038068771e+09
1.921921921921921894e+07 7.146211641397043228e+09
1.941941941941941902e+07 7.097116321878437996e+09
1.961961961961961910e+07 7.047927250911097527e+09
1.981981981981981918e+07 6.998653385500917435e+09
2.002002002002001926e+07 6.949303595811793327e+09
2.022022022022021934e+07 6.899886662833671570e+09
2.042042042042041942e+07 6.850411276137811661e+09
