# x, y
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.500000000000000000e+01 6.502878665924072266e-01 -7.596879005432128906e-01
7.500000000000000000e+00 9.379999637603759766e-01 3.466353118419647217e-01
3.750000000000000000e+00 -5.715613365173339844e-01 -8.205593824386596680e-01
1.125000000000000000e+01 -9.678080081939697266e-01 2.516896426677703857e-01
1.875000000000000000e+00 9.540857672691345215e-01 -2.995335161685943604e-01
9.375000000000000000e+00 4.975740611553192139e-02 -9.987613558769226074e-01
5.625000000000000000e+00 -6.116822361946105957e-01 7.911035418510437012e-01
1.312500000000000000e+01 5.300244688987731934e-01 8.479823470115661621e-01
9.375000000000000000e-01 8.060811161994934082e-01 5.918051004409790039e-01
8.437500000000000000e+00 8.345293402671813965e-01 -5.509635210037231445e-01
4.687500000000000000e+00 -9.996902942657470703e-01 -2.488641068339347839e-02
1.218750000000000000e+01 -3.698714077472686768e-01 9.290829300880432129e-01
2.812500000000000000e+00 3.231845200061798096e-01 -9.463359713554382324e-01
1.031250000000000000e+01 -7.756359577178955078e-01 -6.311805248260498047e-01
6.562500000000000000e+00 2.756969630718231201e-01 9.612445831298828125e-01
1.406250000000000000e+01 9.972137212753295898e-01 7.459758222103118896e-02
4.687500000000000000e-01 4.517714679241180420e-01 8.921337127685546875e-01
7.968750000000000000e+00 9.934213161468505859e-01 -1.145165786147117615e-01
4.218750000000000000e+00 -8.806143999099731445e-01 -4.738335609436035156e-01
1.171875000000000000e+01 -7.497079372406005859e-01 6.617688536643981934e-01
2.343750000000000000e+00 7.158513665199279785e-01 -6.982526779174804688e-01
9.843750000000000000e+00 -4.068216383457183838e-01 -9.135075807571411133e-01
6.093750000000000000e+00 -1.883043348789215088e-01 9.821107387542724609e-01
1.359375000000000000e+01 8.559468984603881836e-01 5.170637369155883789e-01
1.406250000000000000e+00 9.864927530288696289e-01 1.638047993183135986e-01
8.906250000000000000e+00 4.956021606922149658e-01 -8.685496449470520020e-01
5.156250000000000000e+00 -9.031003713607788086e-01 4.294295608997344971e-01
1.265625000000000000e+01 8.975842595100402832e-02 9.959635734558105469e-01
3.281250000000000000e+00 -1.392038017511367798e-01 -9.902637600898742676e-01
1.078125000000000000e+01 -9.771203398704528809e-01 -2.126872241497039795e-01
7.031250000000000000e+00 6.802214384078979492e-01 7.330066561698913574e-01
1.453125000000000000e+01 9.233490228652954102e-01 -3.839617073535919189e-01
2.343750000000000000e-01 2.322351187467575073e-01 9.726597070693969727e-01
7.734375000000000000e+00 9.928556680679321289e-01 1.193216592073440552e-01
3.984375000000000000e+00 -7.464973330497741699e-01 -6.653884053230285645e-01
1.148437500000000000e+01 -8.828966021537780762e-01 4.695673882961273193e-01
